product_id,product_name,department_id,description,price,image_url
52,Mirabelle Brut Rose,5,Quality mirabelle brut rose - fresh grocery product,5.55,https://via.placeholder.com/300x300?text=No+Image
119,Chardonnay Paso Robles,5,Quality chardonnay paso robles - fresh grocery product,4.3,https://via.placeholder.com/300x300?text=No+Image
150,Brut Rosé,5,Champagne brut rosé,8.49,https://images.openfoodfacts.org/images/products/328/294/610/0090/front_fr.8.400.jpg
234,Tennessee Whiskey,5,Jack Daniel’s - Old No. 7,12.35,https://images.openfoodfacts.org/images/products/509/987/308/9798/front_en.3.400.jpg
249,"Pinot Grigio, California, 2010",5,"Quality pinot grigio, california, 2010 - fresh grocery product",6.16,https://via.placeholder.com/300x300?text=No+Image
350,Mixed 12 Pack Lion's Share Ale,5,Quality mixed 12 pack lion's share ale - fresh grocery product,5.04,https://via.placeholder.com/300x300?text=No+Image
379,Super Dry Beer,5,Asahi Super Dry,1.56,https://images.openfoodfacts.org/images/products/800/844/024/6004/front_fr.3.400.jpg
430,Born Yesterday Pale Ale,5,Quality born yesterday pale ale - fresh grocery product,10.1,https://via.placeholder.com/300x300?text=No+Image
470,Lite Beer,5,Miller lite beer,10.46,https://images.openfoodfacts.org/images/products/000/000/343/5418/front_en.10.400.jpg
475,Organic Reposado Tequila,5,Quality organic reposado tequila - fresh grocery product,1.2,https://via.placeholder.com/300x300?text=No+Image
479,Most Wanted Cabernet Sauvignon Red Wine,5,Quality most wanted cabernet sauvignon red wine - fresh grocery product,13.22,https://via.placeholder.com/300x300?text=No+Image
522,Coffee Liqueur,5,KUSSCHEN: Bonbons de chocolat au lait et de chocolat noir fourrés noisette avec noisette entière. POCKET COFFEE: Bonbons de chocolat noir et de chocolat supérieur au lait fourrés café liquide. ROCHER:,3.79,https://images.openfoodfacts.org/images/products/800/050/011/9822/front_fr.63.400.jpg
551,"Riesling, Mosel, 2014",5,"Quality riesling, mosel, 2014 - fresh grocery product",7.37,https://via.placeholder.com/300x300?text=No+Image
567,Malbec Red Wine,5,"Mendoza,Tesco finest, Tesco",12.18,https://images.openfoodfacts.org/images/products/505/189/865/4627/front_en.5.400.jpg
580,Washington State Merlot,5,Quality washington state merlot - fresh grocery product,11.77,https://via.placeholder.com/300x300?text=No+Image
598,Cabernet Sauvignon California,5,Cabernet Sauvignon 2012,14.44,https://images.openfoodfacts.org/images/products/008/500/000/5002/front_fr.21.400.jpg
736,"Beer, IPA",5,"Premium beer, ipa - high quality grocery product",3.53,https://images.openfoodfacts.org/images/products/505/602/544/0432/front_en.9.400.jpg
818,Micro Craft Beer,5,NINKASI MICRO IPA,4.79,https://images.openfoodfacts.org/images/products/376/002/998/1656/front_fr.3.400.jpg
837,California Merlot,5,"Barefoot Merlot, California",11.5,https://images.openfoodfacts.org/images/products/001/834/175/1109/front_de.22.400.jpg
855,Clamato Chelada Beer,5,Quality clamato chelada beer - fresh grocery product,4.45,https://via.placeholder.com/300x300?text=No+Image
927,"Cabernet Sauvignon, Central Coast, 2011",5,"Quality cabernet sauvignon, central coast, 2011 - fresh grocery product",9.53,https://via.placeholder.com/300x300?text=No+Image
960,Villager Ipa,5,Quality villager ipa - fresh grocery product,13.78,https://via.placeholder.com/300x300?text=No+Image
966,Pear Hard Cider,5,Hard Cider Pear,10.61,https://images.openfoodfacts.org/images/products/008/769/200/6541/front_en.7.400.jpg
1030,Hop Devil IPA,5,Quality hop devil ipa - fresh grocery product,4.02,https://via.placeholder.com/300x300?text=No+Image
1071,Pils,5,Alkoholfreies Pils,6.38,https://images.openfoodfacts.org/images/products/410/243/031/5207/front_de.29.400.jpg
1097,Sonoma County Sauvignon Blanc,5,Quality sonoma county sauvignon blanc - fresh grocery product,7.26,https://via.placeholder.com/300x300?text=No+Image
1137,Cerveza Especial Imported Beer From Mexico,5,Quality cerveza especial imported beer from mexico - fresh grocery product,9.28,https://via.placeholder.com/300x300?text=No+Image
1149,Fresh Blue Agave Gold Tequila,5,Quality fresh blue agave gold tequila - fresh grocery product,12.74,https://via.placeholder.com/300x300?text=No+Image
1160,Pinot Grigio,5,Pinot grigio,11.56,https://images.openfoodfacts.org/images/products/505/969/777/6625/front_en.3.400.jpg
1168,"White Wine Winemaker's Blend California, 2010",5,"Quality white wine winemaker's blend california, 2010 - fresh grocery product",7.49,https://via.placeholder.com/300x300?text=No+Image
1190,Tequila Reposado with Glass,5,Quality tequila reposado with glass - fresh grocery product,1.41,https://via.placeholder.com/300x300?text=No+Image
1305,Vintner's Reserve Johannisberg Riesling,5,Quality vintner's reserve johannisberg riesling - fresh grocery product,11.24,https://via.placeholder.com/300x300?text=No+Image
1345,"Merlot, Alexander Valley, Sonoma County, 2009",5,"Quality merlot, alexander valley, sonoma county, 2009 - fresh grocery product",10.85,https://via.placeholder.com/300x300?text=No+Image
1369,"Sauvignon Blanc, California, 2011",5,"Quality sauvignon blanc, california, 2011 - fresh grocery product",4.62,https://via.placeholder.com/300x300?text=No+Image
1382,Tequila Blanco,5,Tequila blanco.,1.5,https://images.openfoodfacts.org/images/products/356/007/039/4791/front_fr.23.400.jpg
1384,Mang-O-Rita Margarita With A Twist,5,Quality mang-o-rita margarita with a twist - fresh grocery product,14.08,https://via.placeholder.com/300x300?text=No+Image
1401,Relax Riesling,5,Quality relax riesling - fresh grocery product,5.94,https://via.placeholder.com/300x300?text=No+Image
1690,Platinum Merlot,5,Quality platinum merlot - fresh grocery product,3.39,https://via.placeholder.com/300x300?text=No+Image
1699,Jumilla Red Wine,5,Reserva Jumilla Red Wine,6.71,https://via.placeholder.com/300x300?text=No+Image
1717,Very Dry Sherry,5,Quality very dry sherry - fresh grocery product,5.2,https://via.placeholder.com/300x300?text=No+Image
1761,Dry Gerwurztraminer,5,Quality dry gerwurztraminer - fresh grocery product,6.3,https://via.placeholder.com/300x300?text=No+Image
1808,Champagne,5,lentilles vertes,14.62,https://images.openfoodfacts.org/images/products/303/982/051/0250/front_fr.68.400.jpg
1857,Melon Liqueur,5,Melon Liqueur,7.1,https://via.placeholder.com/300x300?text=No+Image
1916,Merlot Wine,5,Yellow Tail,7.3,https://images.openfoodfacts.org/images/products/932/221/400/6328/front_en.8.400.jpg
2022,Brut Cuvee Sparkling Champagne,5,Quality brut cuvee sparkling champagne - fresh grocery product,13.49,https://via.placeholder.com/300x300?text=No+Image
2025,Special Bitter Premium Ale,5,Quality special bitter premium ale - fresh grocery product,9.59,https://via.placeholder.com/300x300?text=No+Image
2049,Malbec Mendoza,5,"Mendoza,Tesco finest, Tesco",13.74,https://images.openfoodfacts.org/images/products/505/189/865/4627/front_en.5.400.jpg
2054,Belgium Beer,5,Strong beer,3.2,https://images.openfoodfacts.org/images/products/000/005/405/0082/front_en.112.400.jpg
2083,Lux German Style Lager,5,Quality lux german style lager - fresh grocery product,8.02,https://via.placeholder.com/300x300?text=No+Image
2120,Sauvignon Blanc,5,Villa Maria Sauvignon Blanc 2019,11.37,https://images.openfoodfacts.org/images/products/941/441/630/5528/front_en.3.400.jpg
2139,Ruination Double India Pale Ale,5,Quality ruination double india pale ale - fresh grocery product,7.29,https://via.placeholder.com/300x300?text=No+Image
2150,"Sauvignon Blanc, Mendocino, 2007",5,"Quality sauvignon blanc, mendocino, 2007 - fresh grocery product",6.6,https://via.placeholder.com/300x300?text=No+Image
2160,Hard Cider Apple Ginger,5,Quality hard cider apple ginger - fresh grocery product,10.73,https://via.placeholder.com/300x300?text=No+Image
2216,California Champagne,5,Brut california Champagne,11.93,https://images.openfoodfacts.org/images/products/008/500/000/1639/front_en.8.400.jpg
2251,Ruby Port,5,ruby port mincemeat,8.34,https://images.openfoodfacts.org/images/products/505/139/957/0259/front_fr.4.400.jpg
2278,Old No 7 Tennessee Whiskey,5,Jack Daniel’s - Old No. 7,10.53,https://images.openfoodfacts.org/images/products/509/987/308/9798/front_en.3.400.jpg
2387,Pinot Noir Monterey,5,Monterey Pinot Noir,6.48,https://images.openfoodfacts.org/images/products/004/933/101/0968/front_en.7.400.jpg
