product_id,product_name,department_id,description,price,image_url
31,White Pearl Onions,4,White Pearl Onions,7.37,https://via.placeholder.com/300x300?text=No+Image
43,Organic Clementines,4,"Jus de fruits orange, clémentine, raison blanc, flash pasteurisé réfrigéré, avec pulpe",7.37,https://images.openfoodfacts.org/images/products/325/622/017/2455/front_fr.71.400.jpg
45,European Cucumber,4,okurky 5-7 cm,13.73,https://images.openfoodfacts.org/images/products/859/513/973/9553/front_cs.24.400.jpg
66,European Style Spring Mix,4,Quality european style spring mix - fresh grocery product,14.42,https://via.placeholder.com/300x300?text=No+Image
89,Yogurt Fruit Dip Sliced Apples,4,Sliced Apples & Yogurt Fruit Dip,11.65,https://via.placeholder.com/300x300?text=No+Image
99,Local Living Butter Lettuce,4,Quality local living butter lettuce - fresh grocery product,5.46,https://via.placeholder.com/300x300?text=No+Image
120,Cauliflower Florettes,4,Quality cauliflower florettes - fresh grocery product,1.51,https://via.placeholder.com/300x300?text=No+Image
142,Arugula Salad,4,Lemon Chicken & Arugula Salad,11.32,https://images.openfoodfacts.org/images/products/000/000/097/4363/front_en.56.400.jpg
143,Organic Lemons,4,Lemon Curd yoghourt,8.6,https://images.openfoodfacts.org/images/products/503/658/920/4121/front_en.23.400.jpg
148,Nectarines,4,Panier de Yoplait Abricot Nectarine,6.67,https://images.openfoodfacts.org/images/products/332/977/008/6104/front_fr.9.400.jpg
157,Living Organic Cilantro,4,Quality living organic cilantro - fresh grocery product,9.2,https://via.placeholder.com/300x300?text=No+Image
199,Herb Thyme Clamshell,4,Quality herb thyme clamshell - fresh grocery product,14.67,https://via.placeholder.com/300x300?text=No+Image
260,Cantaloupe,4,Melon cantaloup,2.24,https://images.openfoodfacts.org/images/products/000/002/095/0705/front_en.3.400.jpg
306,Gold Potatoes,4,Haferflocken Extra zart,8.51,https://images.openfoodfacts.org/images/products/000/002/000/3166/front_en.457.400.jpg
312,Juicing Carrots,4,Juicing Carrots,3.69,https://via.placeholder.com/300x300?text=No+Image
343,Organic Whole Peeled Baby Carrots,4,Quality organic whole peeled baby carrots - fresh grocery product,11.71,https://via.placeholder.com/300x300?text=No+Image
347,"Vegetable Salad Kit, Sweet Kale",4,Sweet kale chopped salad kit,2.9,https://images.openfoodfacts.org/images/products/007/789/055/9116/front_en.3.400.jpg
364,Greener Selection Salad,4,Greener selection,12.27,https://via.placeholder.com/300x300?text=No+Image
380,Clementine Bag,4,Quality clementine bag - fresh grocery product,5.33,https://via.placeholder.com/300x300?text=No+Image
389,Mache Blend,4,Quality mache blend - fresh grocery product,14.58,https://via.placeholder.com/300x300?text=No+Image
391,Organic Yukon Gold Potato Bag,4,Quality organic yukon gold potato bag - fresh grocery product,10.9,https://via.placeholder.com/300x300?text=No+Image
468,Kabocha Squash,4,Bison with kabocha squash & spinach,10.65,https://images.openfoodfacts.org/images/products/086/876/700/0394/front_en.9.400.jpg
