product_id,product_name,department_id,description,price,image_url
9,Light Strawberry Blueberry Yogurt,16,"Light fat free yogurt, strawberry, blueberry patch, harvest peach",9.28,https://via.placeholder.com/300x300?text=No+Image
98,2% Yellow American Cheese,16,Pre-sliced yellow american cheese,1.98,https://images.openfoodfacts.org/images/products/004/242/150/0011/front_en.11.400.jpg
117,Petit Suisse Fruit,16,Spécialité laitière sucrée à la framboise,14.38,https://images.openfoodfacts.org/images/products/302/329/003/0547/front_fr.108.400.jpg
121,Sharp Cheddar,16,Seriously Sharp Cheddar Cheese,3.71,https://images.openfoodfacts.org/images/products/007/835/470/8439/front_en.12.400.jpg
127,Marscapone,16,Italian Marscapone,13.63,https://images.openfoodfacts.org/images/products/406/145/932/4860/front_en.4.400.jpg
132,Yogurt Strawberry Pomegranate,16,Smooth fermented coconut milk dessert with strawberry and pomegranate compote,3.2,https://images.openfoodfacts.org/images/products/402/550/027/4801/front_en.14.400.jpg
137,Very Vanilla Soymilk,16,"Very Vanilla Soymilk, Single Serve",3.38,https://images.openfoodfacts.org/images/products/002/529/300/1398/front_en.28.400.jpg
169,Extra Sharp Cheddar Cheese,16,Extra sharp cheddar cheese loaf,4.4,https://images.openfoodfacts.org/images/products/007/283/000/5555/front_en.5.400.jpg
195,Grade A Pasteurized 2% Milkfat Lowfat Cottage Cheese with Pineapple,16,Quality grade a pasteurized 2% milkfat lowfat cottage cheese with pineapple - fresh grocery product,2.18,https://via.placeholder.com/300x300?text=No+Image
208,Vanilla Almond Cashew Almondmilk Cashewmilk Blend,16,Quality vanilla almond cashew almondmilk cashewmilk blend - fresh grocery product,12.51,https://via.placeholder.com/300x300?text=No+Image
217,"String Cheese, Mozzarella",16,"String, low moisture part skim mozzarella cheese",6.28,https://via.placeholder.com/300x300?text=No+Image
226,Shaved Parmesan Cheese,16,Freshly Shaved Parmesan Cheese,6.79,https://images.openfoodfacts.org/images/products/003/114/235/8995/front_en.6.400.jpg
264,Non-Fat Blueberry on the Bottom Greek Yogurt,16,Quality non-fat blueberry on the bottom greek yogurt - fresh grocery product,7.41,https://via.placeholder.com/300x300?text=No+Image
307,Precious Mozzarella Cheese,16,"Galbani, precious, fresh mozzarella cheese",8.05,https://via.placeholder.com/300x300?text=No+Image
329,Organic Whole Grassmilk Milk,16,Grassmilk Organic Whole Milk,11.75,https://images.openfoodfacts.org/images/products/009/396/600/9989/front_en.27.400.jpg
339,Creamline Yogurt Wild Blueberry,16,"Maple hill creamery, creamline yogurt, wild blueberry",8.68,https://via.placeholder.com/300x300?text=No+Image
