product_id,product_name,department_id,description,price,image_url
29,Fresh Cut Golden Sweet No Salt Added Whole Kernel Corn,15,Quality fresh cut golden sweet no salt added whole kernel corn - fresh grocery product,5.02,https://via.placeholder.com/300x300?text=No+Image
37,Noodle Soup Mix With Chicken Broth,15,Soup secrets soup mix with chicken broth extra noodle,12.64,https://images.openfoodfacts.org/images/products/004/100/000/3011/front_en.7.400.jpg
61,Ramen Noodles Soup Chicken Mushroom Flavor,15,Quality ramen noodles soup chicken mushroom flavor - fresh grocery product,14.79,https://via.placeholder.com/300x300?text=No+Image
79,Wild Albacore Tuna No Salt Added,15,Wild Albacore Tuna No Salt Added Canned,12.39,https://images.openfoodfacts.org/images/products/082/969/600/0541/front_en.28.400.jpg
104,High Fiber Tomato Basil Soup,15,Quality high fiber tomato basil soup - fresh grocery product,1.49,https://via.placeholder.com/300x300?text=No+Image
114,Light Savory Beef Barley Vegetable Soup,15,Progresso Light Savory Beef Barley Vegetable Soup,10.32,https://via.placeholder.com/300x300?text=No+Image
129,Traditional Chicken & Orzo with Lemon Soup,15,Progresso Traditional Chicken & Orzo with Lemon Soup,9.68,https://via.placeholder.com/300x300?text=No+Image
181,Country Style Baked Beans,15,Country Style Baked Beans,3.71,https://images.openfoodfacts.org/images/products/003/940/001/9749/front_en.12.400.jpg
187,Wild Sardines in Marinara Sauce,15,Wild Sardines In Marinara Sauce,6.71,https://via.placeholder.com/300x300?text=No+Image
190,Classic Culinary Low Sodium Vegetable Broth,15,Quality classic culinary low sodium vegetable broth - fresh grocery product,1.83,https://via.placeholder.com/300x300?text=No+Image
228,Organic Soups Lentil,15,Indian Lentil & Spinach Dhal,13.24,https://images.openfoodfacts.org/images/products/503/412/400/7626/front_en.5.400.jpg
259,Imported Italian Solid Light Tuna In Pure Olive Oil,15,Quality imported italian solid light tuna in pure olive oil - fresh grocery product,12.47,https://via.placeholder.com/300x300?text=No+Image
405,100% Organic Diced Tomatoes,15,100% organic italian diced plum tomatoes in heavy juice,9.1,https://via.placeholder.com/300x300?text=No+Image
429,Dark Red Kidney Beans,15,Dark Red Kidney Beans,8.29,https://images.openfoodfacts.org/images/products/003/940/001/7349/front_en.18.400.jpg
448,White Chicken Chili,15,Noodle Cup Chicken Taste White Black Pepper Chili,4.36,https://images.openfoodfacts.org/images/products/761/303/668/0028/front_de.64.400.jpg
466,Old Fashioned Vegetable Beef Soup,15,canned old-fashioned vegetable beef soup.,1.4,https://images.openfoodfacts.org/images/products/005/100/000/5496/front_en.9.400.jpg
467,"Soup, Lower Sodium, Organic, Split Pea",15,Organic split pea lower sodium soup,6.79,https://images.openfoodfacts.org/images/products/076/733/507/7908/front_en.6.400.jpg
476,Chub Mackerel,15,Premium select chub mackerel,7.74,https://via.placeholder.com/300x300?text=No+Image
534,"Tomato Paste with Basil, Oregano & Garlic Flavor",15,"Quality tomato paste with basil, oregano & garlic flavor - fresh grocery product",13.7,https://via.placeholder.com/300x300?text=No+Image
570,White Chicken Chili with Beans Pouch,15,Quality white chicken chili with beans pouch - fresh grocery product,3.86,https://via.placeholder.com/300x300?text=No+Image
621,98% Fat Free Cream Of Chicken Soup,15,"98% fat free cream of chicken condensed soup, cream of chicken",6.81,https://via.placeholder.com/300x300?text=No+Image
626,Organic Hearty Garden Vegetable Soup,15,Quality organic hearty garden vegetable soup - fresh grocery product,2.3,https://via.placeholder.com/300x300?text=No+Image
644,Organic Southwestern Vegetable Soup,15,Southwestern Vegetable Soup,10.0,https://images.openfoodfacts.org/images/products/004/227/200/7301/front_en.3.400.jpg
664,Cream Style Corn,15,Canned Cream Corn Niblets,7.59,https://images.openfoodfacts.org/images/products/019/056/910/2601/front_en.36.400.jpg
673,Chicken Base,15,Tiras de pollo,12.29,https://images.openfoodfacts.org/images/products/848/000/056/6614/front_es.34.400.jpg
684,Organic Elmo Vegetable Soup,15,Quality organic elmo vegetable soup - fresh grocery product,1.36,https://via.placeholder.com/300x300?text=No+Image
703,Traditional No Fat Refried Beans,15,No fat traditional refried beans,3.53,https://images.openfoodfacts.org/images/products/004/430/010/6222/front_en.14.400.jpg
718,Traditional Chicken Tuscany Soup,15,Traditional Chicken Tuscany Soup,9.84,https://via.placeholder.com/300x300?text=No+Image
790,Garbanzo Beans,15,Organic Garbanzo Beans,5.67,https://images.openfoodfacts.org/images/products/000/000/050/2610/front_en.133.400.jpg
799,Fresh Cut Specialties Cut Golden Wax Beans,15,Quality fresh cut specialties cut golden wax beans - fresh grocery product,1.03,https://via.placeholder.com/300x300?text=No+Image
827,Albacore Chunk White Tuna in Water,15,Solid White Albacore Tuna in Water,6.59,https://images.openfoodfacts.org/images/products/000/000/099/2848/front_en.21.400.jpg
834,Single Classic Canned Meat,15,"Spam, single, classic",3.23,https://images.openfoodfacts.org/images/products/003/760/019/0671/front_en.21.400.jpg
890,Organic Diced Tomatoes,15,Diced tomatoes,13.03,https://images.openfoodfacts.org/images/products/009/661/993/7325/front_en.42.400.jpg
912,Mushroom Stems & Pieces in Water,15,Quality mushroom stems & pieces in water - fresh grocery product,10.89,https://via.placeholder.com/300x300?text=No+Image
928,Chunky Classic Chicken Noodle Soup,15,Chunky Soup (Classic Chicken Noodle),4.99,https://images.openfoodfacts.org/images/products/005/100/003/8852/front_en.8.400.jpg
929,New England Clam Chowder Condensed Soup,15,New england style condensed clam chowder,4.01,https://images.openfoodfacts.org/images/products/007/071/800/0760/front_en.14.400.jpg
963,Unsalted Beef Broth,15,Swanson broth unsalted beef,8.71,https://via.placeholder.com/300x300?text=No+Image
986,Crushed Pineapple in 100% Juice,15,Crushed Pineapple In 100% Pineapple Juice,11.05,https://via.placeholder.com/300x300?text=No+Image
993,Mild Diced Tomatoes with Green Chilis,15,mild diced tomatoes with green chili great value,7.0,https://via.placeholder.com/300x300?text=No+Image
1066,Chicken with Noodles Low Sodium Ready To Serve Soup,15,Quality chicken with noodles low sodium ready to serve soup - fresh grocery product,14.88,https://via.placeholder.com/300x300?text=No+Image
1091,"Pennsylvania Woodlands, Mushroom Barley Soup Mix",15,"Quality pennsylvania woodlands, mushroom barley soup mix - fresh grocery product",6.2,https://via.placeholder.com/300x300?text=No+Image
1123,Fruit Vegetable Mango Fruit Square,15,Quality fruit vegetable mango fruit square - fresh grocery product,14.34,https://via.placeholder.com/300x300?text=No+Image
1132,Homestyle Chicken Noodle Soup Bowl,15,Quality homestyle chicken noodle soup bowl - fresh grocery product,1.48,https://via.placeholder.com/300x300?text=No+Image
1135,Yams Cut Sweet Potatoes In Orange Pineapple Sauce,15,Yams Cut Sweet Potatoes In Orange Pineapple Sauce,9.2,https://images.openfoodfacts.org/images/products/001/760/004/3016/front_en.4.400.jpg
1141,Apple And Pineapple,15,Totally Natural Smoothie Guavas Pineapples & Apples,8.72,https://images.openfoodfacts.org/images/products/408/860/052/2470/front_en.3.400.jpg
1166,Condensed Vegetable Beef Soup,15,Vegetable Beef Condensed Soup,8.13,https://images.openfoodfacts.org/images/products/005/100/001/2319/front_en.29.400.jpg
1175,Creamy Chicken Orzo with Mixed Vegetables,15,"Health valley, cafe, creamy chicken orzo soup with mixed vegetables",3.03,https://via.placeholder.com/300x300?text=No+Image
1191,Country Brand Chili with Beans,15,"Country brand chili with beans, mild chili with sweet bell peppers",1.21,https://via.placeholder.com/300x300?text=No+Image
1193,Lite Sliced Pears in Extra Light Syrup,15,Sliced Pears in Extra Light Syrup,3.39,https://via.placeholder.com/300x300?text=No+Image
1200,Vegetable Classics Vegetable Soup,15,Progresso Vegetable Classics Garden Vegetable Soup,13.31,https://images.openfoodfacts.org/images/products/004/119/691/5075/front_en.4.400.jpg
1228,Turkey With Beans 98% Fat Free Chili,15,Quality turkey with beans 98% fat free chili - fresh grocery product,14.68,https://via.placeholder.com/300x300?text=No+Image
1251,Whole Pickled Beets,15,Baby Whole Pickled Beets,5.51,https://images.openfoodfacts.org/images/products/004/430/005/4677/front_en.4.400.jpg
1297,Strawberry Apple Sauce To Go Packs,15,Quality strawberry apple sauce to go packs - fresh grocery product,10.34,https://via.placeholder.com/300x300?text=No+Image
1298,Peach Slices in Heavy Syrup,15,Yellow cling peach slices in heavy syrup,5.26,https://via.placeholder.com/300x300?text=No+Image
1322,Cannellini White Kidney Beans,15,Cannellini beans,13.57,https://images.openfoodfacts.org/images/products/505/554/002/2307/front_en.12.400.jpg
1342,Green Pickled Whole Jalapeno Peppers,15,Quality green pickled whole jalapeno peppers - fresh grocery product,6.88,https://via.placeholder.com/300x300?text=No+Image
1373,100% Organic Whole Peeled Tomatoes,15,100% Organic Italian Whole Peeled Tomatoes,3.37,https://via.placeholder.com/300x300?text=No+Image
1399,Reduced Fat Cream of Mushroom Condensed Soup,15,Reduced Fat Cream of Mushroom Condensed Soup,6.45,https://images.openfoodfacts.org/images/products/005/974/988/6093/front_en.13.400.jpg
1433,Jumbo Lump Crab Meat,15,Jumbo Lump Crab Meat,14.04,https://via.placeholder.com/300x300?text=No+Image
1494,Petite Diced Hot with Green Chilies Tomatoes,15,Quality petite diced hot with green chilies tomatoes - fresh grocery product,13.64,https://via.placeholder.com/300x300?text=No+Image
1498,Creamy Chicken & Dumplings Soup,15,Chicken and Dumplings Soup,3.39,https://images.openfoodfacts.org/images/products/005/100/014/2931/front_en.30.400.jpg
1538,Condensed Tomato Soup,15,Tomato condensed soup,9.8,https://images.openfoodfacts.org/images/products/005/100/005/8874/front_en.22.400.jpg
1615,Organic Light Sodium Creamy Sweet Potato Soup,15,Quality organic light sodium creamy sweet potato soup - fresh grocery product,12.45,https://via.placeholder.com/300x300?text=No+Image
1623,Hot Nacho Sliced Jalapenos,15,"Sweet & hot nacho sliced jalapenos, sweet & hot",4.76,https://via.placeholder.com/300x300?text=No+Image
1634,One Top Tomato Pizza Sauce,15,Quality one top tomato pizza sauce - fresh grocery product,6.73,https://via.placeholder.com/300x300?text=No+Image
1642,Slow Kettle Southwest-Style Chicken Chili with Beans Soup,15,Quality slow kettle southwest-style chicken chili with beans soup - fresh grocery product,8.42,https://via.placeholder.com/300x300?text=No+Image
