product_id,product_name,department_id,description,price,image_url
19,Gluten Free Quinoa Three Cheese & Mushroom Blend,9,Quality gluten free quinoa three cheese & mushroom blend - fresh grocery product,4.33,https://via.placeholder.com/300x300?text=No+Image
33,Organic Spaghetti Style Pasta,9,Organic Brown Rice Pasta Spaghetti Style,6.29,https://images.openfoodfacts.org/images/products/062/168/302/0156/front_en.3.400.jpg
60,Cheesy Creations Roasted Garlic Parmesan Sauce,9,Quality cheesy creations roasted garlic parmesan sauce - fresh grocery product,2.3,https://via.placeholder.com/300x300?text=No+Image
76,Spinach Basil Garlic Linguini,9,Spinach basil garlic linguini,10.56,https://via.placeholder.com/300x300?text=No+Image
126,Hot & Spicy Chicken Flavor Ramen Noodles,9,2× Spicy Hot Chicken Flavor Ramen,13.57,https://images.openfoodfacts.org/images/products/880/107/314/1896/front_en.18.400.jpg
139,"Zita Cut, No. 118",9,"Quality zita cut, no. 118 - fresh grocery product",3.35,https://via.placeholder.com/300x300?text=No+Image
165,Wild Chanterelle Mushroom Ravioli,9,Quality wild chanterelle mushroom ravioli - fresh grocery product,10.82,https://via.placeholder.com/300x300?text=No+Image
173,Habanero Lime Shrimp Flavor Ramen Noodle Soup,9,Quality habanero lime shrimp flavor ramen noodle soup - fresh grocery product,13.98,https://via.placeholder.com/300x300?text=No+Image
179,Penne Rigate With Spinach,9,Quality penne rigate with spinach - fresh grocery product,5.68,https://via.placeholder.com/300x300?text=No+Image
191,Medium Spicy Butter Chicken Simmer Sauce,9,Quality medium spicy butter chicken simmer sauce - fresh grocery product,10.9,https://via.placeholder.com/300x300?text=No+Image
210,Homemade Hot Arrabbiata Fra Diavolo Sauce,9,Quality homemade hot arrabbiata fra diavolo sauce - fresh grocery product,2.93,https://via.placeholder.com/300x300?text=No+Image
244,Organic Roasted Garlic Pasta Sauce,9,Authentic Italian Roasted Garlic Pasta Sauce,6.73,https://images.openfoodfacts.org/images/products/506/017/807/3713/front_en.5.400.jpg
278,Instant Mashed Potatoes,9,Mousline Nature,9.09,https://images.openfoodfacts.org/images/products/376/038/126/0819/front_fr.3.400.jpg
283,Organic Whole Wheat Elbows,9,Whole Wheat Elbows Pasta,12.92,https://via.placeholder.com/300x300?text=No+Image
284,Organic Spicy Heirloom Marinara Sauce,9,Organic Spicy Heirloom Marinara Pasta Sauce,7.0,https://via.placeholder.com/300x300?text=No+Image
326,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,9,Quality deluxe sauce made with 2% milk cheese macaroni & cheese dinner - fresh grocery product,7.36,https://via.placeholder.com/300x300?text=No+Image
341,Cheese Creations Four Cheese Cheese Sauce,9,Cheesy creations sauce four cheese,2.57,https://images.openfoodfacts.org/images/products/003/620/034/4309/front_en.5.400.jpg
375,Multigrain Spaghetti Style Pasta,9,Quality multigrain spaghetti style pasta - fresh grocery product,5.88,https://via.placeholder.com/300x300?text=No+Image
388,Stove Top Stuffing Mix for Turkey,9,Stove Top Everyday Stuffing Mix For Turkey,7.84,https://via.placeholder.com/300x300?text=No+Image
418,Whole Grain Linguine Pasta,9,whole wheat pasta.,14.82,https://images.openfoodfacts.org/images/products/007/680/800/6506/front_en.8.400.jpg
424,Linguine Pasta,9,durum wheat semolina pasta.,4.79,https://images.openfoodfacts.org/images/products/800/125/012/0076/front_it.133.400.jpg
450,Chow Mein Thin Noodles,9,Thin Chow Mein Noodles,4.33,https://via.placeholder.com/300x300?text=No+Image
492,"Couscous, Israeli, Garlic Jalapeno",9,"Roland, israeli couscous, garlic jalapeno",8.59,https://via.placeholder.com/300x300?text=No+Image
504,Velveeta Shells & Cheese Bold Jalapeno,9,Quality velveeta shells & cheese bold jalapeno - fresh grocery product,5.89,https://via.placeholder.com/300x300?text=No+Image
