product_id,product_name,department_id,description,price,image_url
28,Wheat Chex Cereal,14,Wheat Chex Cereal,3.87,https://images.openfoodfacts.org/images/products/001/600/027/5492/front_en.15.400.jpg
34,Peanut Butter Cereal,14,Peanut Butter Oat Bars,14.34,https://images.openfoodfacts.org/images/products/506/048/284/0766/front_en.26.400.jpg
68,"Pancake Mix, Buttermilk",14,Power cakes flapjack & waffle mix buttermilk,1.1,https://images.openfoodfacts.org/images/products/070/559/901/1627/front_en.66.400.jpg
90,Smorz Cereal,14,"S'Mores Flavored Jumbo Snax Cereal, S'Mores",7.38,https://via.placeholder.com/300x300?text=No+Image
211,Gluten Free Organic Cereal Coconut Maple Vanilla,14,Quality gluten free organic cereal coconut maple vanilla - fresh grocery product,9.71,https://via.placeholder.com/300x300?text=No+Image
216,"Gluten Free Oatmeal, Variety Pack",14,"Gluten Free Instant Oatmeal Variety Pack - Spiced Apple & Flax, Homestyle, Brown Sugar Maple",5.93,https://images.openfoodfacts.org/images/products/005/844/945/0634/front_en.4.400.jpg
222,Honey Nut Oatmeal Squares,14,Quaker honey nut oatmeal squares cereal,6.98,https://images.openfoodfacts.org/images/products/003/000/031/3282/front_en.4.400.jpg
238,Alpha-Bits Multigrain Cereal,14,Quality alpha-bits multigrain cereal - fresh grocery product,11.44,https://via.placeholder.com/300x300?text=No+Image
252,"Waffles, Red Berry",14,"Nature's path, flax plus, organic waffles, red berry",7.38,https://via.placeholder.com/300x300?text=No+Image
288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,14,"Thinkthin, original sprouted grains protein & fiber hot oatmeal",14.01,https://via.placeholder.com/300x300?text=No+Image
340,Eco-Pac Kamut Puffs Cereal,14,Quality eco-pac kamut puffs cereal - fresh grocery product,10.9,https://via.placeholder.com/300x300?text=No+Image
365,Cheerios Cereal,14,Cheerios Multigrain,5.97,https://images.openfoodfacts.org/images/products/761/328/719/5210/front_en.3.400.jpg
438,Special K Vanilla Cappuccino Protein Breakfast Shakes,14,Quality special k vanilla cappuccino protein breakfast shakes - fresh grocery product,9.1,https://via.placeholder.com/300x300?text=No+Image
457,Whole Wheat Fig Bar,14,Stone Ground Whole Wheat Fig Bar,1.75,https://images.openfoodfacts.org/images/products/004/749/511/7806/front_en.48.400.jpg
510,Protein Blend Honey Oats & Seeds Cereal,14,Quality protein blend honey oats & seeds cereal - fresh grocery product,5.94,https://via.placeholder.com/300x300?text=No+Image
550,"Granola, Veritas, Organic",14,"18 rabbits, organic walnuts, flax, and cacao nibs veritas granola",14.63,https://via.placeholder.com/300x300?text=No+Image
565,Light and Fluffy  Blueberry Pancake Mix,14,Quality light and fluffy  blueberry pancake mix - fresh grocery product,11.18,https://via.placeholder.com/300x300?text=No+Image
588,Special K Original Cereal,14,Plain bagels,3.59,https://images.openfoodfacts.org/images/products/502/036/401/0113/front_en.66.400.jpg
637,Multigrain Peanut Butter Cereal,14,"Tasteeos, Multigrain Peanut Butter, Sweetened Toasted Multigrain Cereal",6.38,https://via.placeholder.com/300x300?text=No+Image
661,Sweet Lemon Rain Dance Bar,14,Quality sweet lemon rain dance bar - fresh grocery product,8.05,https://via.placeholder.com/300x300?text=No+Image
691,Organic Promise Strawberry Fields Cereal,14,Quality organic promise strawberry fields cereal - fresh grocery product,9.04,https://via.placeholder.com/300x300?text=No+Image
697,Quick Cooking Steel Cut Oats,14,Steel Cut Quick Cooking Oatmeal With Flax Seeds Original,1.22,https://images.openfoodfacts.org/images/products/004/240/001/5932/front_en.13.400.jpg
745,Complete Funfetti Buttermilk Pancake & Waffle Mix,14,Quality complete funfetti buttermilk pancake & waffle mix - fresh grocery product,3.0,https://via.placeholder.com/300x300?text=No+Image
812,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,14,Quality healthy grains oats & honey clusters with toasted coconut gluten free - fresh grocery product,1.68,https://via.placeholder.com/300x300?text=No+Image
853,Crunchy Granola Bars Variety Pack,14,Granola bars variety pack,10.33,https://images.openfoodfacts.org/images/products/001/600/041/1265/front_en.32.400.jpg
910,Nutri-Grain Harvest Hearty Breakfast Bars Country Strawberry,14,Quality nutri-grain harvest hearty breakfast bars country strawberry - fresh grocery product,7.65,https://via.placeholder.com/300x300?text=No+Image
978,Mallow Oats Cereals,14,Mallow oats sweetened whole grain oat cereal with marshmallow pieces,9.0,https://via.placeholder.com/300x300?text=No+Image
994,Shake n Pour Buttermilk Pancake Mix,14,Bisquick Shake 'N Pour Buttermilk Pancake Mix,1.44,https://images.openfoodfacts.org/images/products/001/600/019/4281/front_en.4.400.jpg
1049,Special K Protein Chewy Granola Bars Almond Honey Oat,14,Quality special k protein chewy granola bars almond honey oat - fresh grocery product,9.92,https://via.placeholder.com/300x300?text=No+Image
1087,Sunrise Crunchy Cinnamon Cereal,14,Sunrise Crunchy Cinnamon Cereal,9.76,https://images.openfoodfacts.org/images/products/005/844/977/2071/front_en.6.400.jpg
1245,All-Natural Irish Style Oatmeal,14,Quality all-natural irish style oatmeal - fresh grocery product,5.67,https://via.placeholder.com/300x300?text=No+Image
1257,Organic Amaranth Flakes,14,Organic amaranth flakes,13.9,https://images.openfoodfacts.org/images/products/007/433/337/4923/front_en.16.400.jpg
1301,"Cereal, Panda Puffs, Peanut Butter",14,Panda Puffs Peanut Butter Cereal,3.32,https://images.openfoodfacts.org/images/products/005/844/986/0044/front_en.16.400.jpg
1306,Raisin Bran Whole Grain Wheat & Bran Cereal,14,Raisin Bran Whole Grain Wheat & Bran Cereal,7.71,https://images.openfoodfacts.org/images/products/000/000/012/7288/front_en.4.400.jpg
