product_id,product_name,department_id,description,price,image_url
2,All-Seasons Salt,13,"Simply organic, all-seasons salt",12.51,https://via.placeholder.com/300x300?text=No+Image
5,Green Chile Anytime Sauce,13,Hatch Green Chile Anytime Sauce,9.14,https://via.placeholder.com/300x300?text=No+Image
50,Pumpkin Muffin Mix,13,Pumpkin Bread & Muffin Mix,7.76,https://images.openfoodfacts.org/images/products/000/000/052/4841/front_en.19.400.jpg
65,Organic Red Wine & Olive Oil Dressing Organic,13,Quality organic red wine & olive oil dressing organic - fresh grocery product,13.14,https://via.placeholder.com/300x300?text=No+Image
67,"Jelly, Blackberry",13,Blackberry Jelly,2.16,https://images.openfoodfacts.org/images/products/008/870/201/6505/front_fr.3.400.jpg
80,French  Tarragon Wine Vinegar,13,Quality french  tarragon wine vinegar - fresh grocery product,7.72,https://via.placeholder.com/300x300?text=No+Image
96,Sprinklez Confetti Fun Organic Toppings,13,Quality sprinklez confetti fun organic toppings - fresh grocery product,4.1,https://via.placeholder.com/300x300?text=No+Image
107,Mild Salsa Divino,13,Quality mild salsa divino - fresh grocery product,14.86,https://via.placeholder.com/300x300?text=No+Image
112,Hot Tomatillo Salsa,13,"Hot roasted tomatillo & garlic chipotle salsa, hot roasted tomatillo & garlic",9.62,https://via.placeholder.com/300x300?text=No+Image
122,Pomegranate Molasses,13,Pomegranate molasses,1.38,https://images.openfoodfacts.org/images/products/502/922/300/8490/front_en.20.400.jpg
123,Sherry Reserve Vinegar,13,Organic Reserve Sherry Vinegar,5.73,https://images.openfoodfacts.org/images/products/074/091/300/0536/front_en.6.400.jpg
144,Coarse Grind Garlic Powder & Parsley Blend,13,Quality coarse grind garlic powder & parsley blend - fresh grocery product,8.98,https://via.placeholder.com/300x300?text=No+Image
149,Wild Blueberry All Natural Fruit Spread,13,Quality wild blueberry all natural fruit spread - fresh grocery product,3.03,https://via.placeholder.com/300x300?text=No+Image
160,100% Recycled Aluminum Foil,13,100% Recycled Aluminum Foil,6.34,https://via.placeholder.com/300x300?text=No+Image
163,Dressing Bleu Cheese,13,High Omega Vegan Bleu Cheese Salad Dressing,1.88,https://images.openfoodfacts.org/images/products/004/956/842/0127/front_en.5.400.jpg
168,Halves & Pieces Walnuts,13,Halves and Pieces Walnuts,10.25,https://images.openfoodfacts.org/images/products/009/948/247/4171/front_en.23.400.jpg
171,Steakhouse Onion Burger with Garlic Seasoning,13,Quality steakhouse onion burger with garlic seasoning - fresh grocery product,6.83,https://via.placeholder.com/300x300?text=No+Image
235,Gluten Free Blueberry Muffin Mix,13,"Gluten free blueberry muffin mix, blueberry",6.58,https://via.placeholder.com/300x300?text=No+Image
240,Nature's Seasons Seasoning Blend,13,Nature's seasons seasoning blend,4.88,https://images.openfoodfacts.org/images/products/002/460/001/0580/front_en.9.400.jpg
243,Taco Reduced Sodium Seasoning Mix,13,Reduced Sodium Taco Seasoning Mix,12.02,https://images.openfoodfacts.org/images/products/006/038/322/2284/front_en.28.400.jpg
254,Honey Mustard,13,"Prezels with honey, mustard & onion seasoning",3.99,https://images.openfoodfacts.org/images/products/594/904/020/2072/front_en.46.400.jpg
262,Petite Dill Pickles,13,Petite dill pickles,2.62,https://images.openfoodfacts.org/images/products/019/396/807/2674/front_en.3.400.jpg
263,Red Food Color,13,Special K Red Berries,4.49,https://images.openfoodfacts.org/images/products/500/012/752/1056/front_en.25.400.jpg
286,Lite Poppy Seed Dressing Lite,13,Lite Poppy Seed Dressing,6.31,https://images.openfoodfacts.org/images/products/004/133/534/9563/front_en.13.400.jpg
300,Organic Enriched Unbleached White Flour,13,Quality organic enriched unbleached white flour - fresh grocery product,14.21,https://via.placeholder.com/300x300?text=No+Image
305,Wild Forest Raw Neem Honey,13,Quality wild forest raw neem honey - fresh grocery product,5.71,https://via.placeholder.com/300x300?text=No+Image
315,Creamy Italian Dressing Marinade,13,"Drew's, organic creamy italian dressing & quick marinade",5.73,https://via.placeholder.com/300x300?text=No+Image
323,Natural Food Color Packets,13,Quality natural food color packets - fresh grocery product,10.12,https://via.placeholder.com/300x300?text=No+Image
349,Organic Granulated Tapioca,13,Tapioca Granulated,9.03,https://via.placeholder.com/300x300?text=No+Image
357,White Writing Gel,13,White Writing Gel,6.11,https://via.placeholder.com/300x300?text=No+Image
362,Pound Cake Cake Mix,13,Betty Crocker Pound Cake Mix,11.71,https://via.placeholder.com/300x300?text=No+Image
392,OPA Greek Yogurt Ranch Dressing,13,"Litehouse, opa, ranch dressing, greek yogurt",4.98,https://via.placeholder.com/300x300?text=No+Image
395,Sweet Cream Buttermilk Powder,13,Quality sweet cream buttermilk powder - fresh grocery product,12.93,https://via.placeholder.com/300x300?text=No+Image
397,Pure Granulated Cane Sugar,13,Premium Pure Cane Granulated Sugar,10.1,https://via.placeholder.com/300x300?text=No+Image
404,Reg; Organic Apple Cider Vinegar 16 Fl Oz,13,Quality reg; organic apple cider vinegar 16 fl oz - fresh grocery product,13.51,https://via.placeholder.com/300x300?text=No+Image
423,Red Jalapeno Caesar Dressing,13,Red Jalapeno Caesar Dressing,4.25,https://via.placeholder.com/300x300?text=No+Image
427,Italian Style Panko Breadcrumbs,13,"Ian's, italian style panko breadcrumbs",10.32,https://via.placeholder.com/300x300?text=No+Image
451,"Almond Spread, Dark Chocolate",13,"Maranatha, almond spread, dark chocolate",1.57,https://images.openfoodfacts.org/images/products/005/165/109/3637/front_en.4.400.jpg
454,Sloppy Joe Sauce,13,Manwich sloppy joe sauce,4.39,https://images.openfoodfacts.org/images/products/002/700/044/2128/front_en.37.400.jpg
463,Salt Free Seasoning,13,Salt free garlic & herb seasoning,1.08,https://images.openfoodfacts.org/images/products/005/210/004/9984/front_en.10.400.jpg
478,Organic Pitted Kalamata Olives,13,Kalamata olives,11.18,https://images.openfoodfacts.org/images/products/520/167/180/0844/front_fi.32.400.jpg
481,Black Peppercorns,13,Black Peppercorn Bolli Italian Crackers,9.92,https://images.openfoodfacts.org/images/products/506/019/864/1169/front_en.6.400.jpg
495,Pure Cane Granulated W/Spout Sugar,13,Quality pure cane granulated w/spout sugar - fresh grocery product,5.4,https://via.placeholder.com/300x300?text=No+Image
507,Tikka Masala Curry Sauce,13,Tikka Masala Spice Paste,4.37,https://images.openfoodfacts.org/images/products/501/130/800/0994/front_en.14.400.jpg
513,Honey Maid Graham Cracker Crumbs,13,pastry crumbs,1.49,https://images.openfoodfacts.org/images/products/004/400/000/2183/front_en.4.400.jpg
520,Sweet & Smokey Kansas City Bbq Sauce,13,Quality sweet & smokey kansas city bbq sauce - fresh grocery product,4.61,https://via.placeholder.com/300x300?text=No+Image
526,Alcohol Free Maple Flavor,13,Quality alcohol free maple flavor - fresh grocery product,10.81,https://via.placeholder.com/300x300?text=No+Image
537,Kosher Dill Babies,13,Babies Kosher Dill,1.93,https://images.openfoodfacts.org/images/products/004/166/000/1723/front_en.4.400.jpg
539,Tri Color Tortilla Strips,13,Tri color tortilla strips,3.43,https://images.openfoodfacts.org/images/products/009/390/168/1010/front_en.3.400.jpg
546,Tomatillo Salsa,13,Tomatillo Salsa,4.75,https://images.openfoodfacts.org/images/products/506/032/139/0308/front_en.35.400.jpg
553,BBQ Concentrate & Marinade Sauce,13,Quality bbq concentrate & marinade sauce - fresh grocery product,1.31,https://via.placeholder.com/300x300?text=No+Image
558,Organic Raw Almond Butter,13,"Maranatha, organic raw almond butter creamy",2.2,https://images.openfoodfacts.org/images/products/005/165/109/2173/front_fr.4.400.jpg
575,Organic Medium Yellow Thai Curry,13,Quality organic medium yellow thai curry - fresh grocery product,11.36,https://via.placeholder.com/300x300?text=No+Image
589,Salsa Roja,13,Premium salsa roja - high quality grocery product,13.02,https://images.openfoodfacts.org/images/products/500/015/715/4019/front_en.3.400.jpg
600,Thick & Zesty Spaghetti Sauce Mix,13,Thick and zesty spaghetti sauce mix,13.88,https://images.openfoodfacts.org/images/products/005/210/009/0405/front_en.6.400.jpg
607,Goober Strawberry,13,Goober Strawberry,1.25,https://images.openfoodfacts.org/images/products/005/150/002/0661/front_fr.3.400.jpg
609,Clarified Lime Juice,13,Clarified lime juice,14.24,https://via.placeholder.com/300x300?text=No+Image
636,Red Raspberry Jam,13,Red Raspberry Spread,3.17,https://images.openfoodfacts.org/images/products/008/438/095/7741/front_en.30.400.jpg
652,Garden Strawberry Fruit Spread,13,Quality garden strawberry fruit spread - fresh grocery product,5.46,https://via.placeholder.com/300x300?text=No+Image
710,Garlic Barrel Pickles,13,Barrel Cured Sour Garlic Pickles,4.32,https://via.placeholder.com/300x300?text=No+Image
711,Vegetarian Brown  Gravy Mix,13,Rich Brown Gravy Mix,7.16,https://images.openfoodfacts.org/images/products/085/413/600/1123/front_en.3.400.jpg
725,Ceylon Cinnamon,13,Ceylon Cinnamon,10.23,https://images.openfoodfacts.org/images/products/008/983/619/4565/front_en.8.400.jpg
