product_id,product_name,description,price,image_url
2,All-Seasons Salt,"Simply organic, all-seasons salt",2.59,https://via.placeholder.com/300x300?text=No+Image
5,Green Chile Anytime Sauce,Hatch Green Chile Anytime Sauce,8.98,https://via.placeholder.com/300x300?text=No+Image
50,Pumpkin Muffin Mix,Pumpkin Bread & Muffin Mix,12.83,https://images.openfoodfacts.org/images/products/000/000/052/4841/front_en.19.400.jpg
65,Organic Red Wine & Olive Oil Dressing Organic,Quality organic red wine & olive oil dressing organic - fresh grocery product,9.19,https://via.placeholder.com/300x300?text=No+Image
67,"Jelly, Blackberry",Blackberry Jelly,12.93,https://images.openfoodfacts.org/images/products/008/870/201/6505/front_fr.3.400.jpg
80,French  Tarragon Wine Vinegar,Quality french  tarragon wine vinegar - fresh grocery product,3.28,https://via.placeholder.com/300x300?text=No+Image
96,Sprinklez Confetti Fun Organic Toppings,Quality sprinklez confetti fun organic toppings - fresh grocery product,7.08,https://via.placeholder.com/300x300?text=No+Image
107,Mild Salsa Divino,Quality mild salsa divino - fresh grocery product,7.29,https://via.placeholder.com/300x300?text=No+Image
112,Hot Tomatillo Salsa,"Hot roasted tomatillo & garlic chipotle salsa, hot roasted tomatillo & garlic",14.06,https://via.placeholder.com/300x300?text=No+Image
122,Pomegranate Molasses,Pomegranate molasses,3.89,https://images.openfoodfacts.org/images/products/502/922/300/8490/front_en.20.400.jpg
123,Sherry Reserve Vinegar,Organic Reserve Sherry Vinegar,1.61,https://images.openfoodfacts.org/images/products/074/091/300/0536/front_en.6.400.jpg
144,Coarse Grind Garlic Powder & Parsley Blend,Quality coarse grind garlic powder & parsley blend - fresh grocery product,1.19,https://via.placeholder.com/300x300?text=No+Image
149,Wild Blueberry All Natural Fruit Spread,Quality wild blueberry all natural fruit spread - fresh grocery product,2.34,https://via.placeholder.com/300x300?text=No+Image
160,100% Recycled Aluminum Foil,100% Recycled Aluminum Foil,4.73,https://via.placeholder.com/300x300?text=No+Image
