product_id,product_name,description,price,image_url
38,Ultra Antibacterial Dish Liquid,Quality ultra antibacterial dish liquid - fresh grocery product,7.74,https://via.placeholder.com/300x300?text=No+Image
72,Organic Honeycrisp Apples,Honeycrisp Apples,10.5,https://via.placeholder.com/300x300?text=No+Image
110,Uncured Turkey Bologna,Quality uncured turkey bologna - fresh grocery product,12.11,https://via.placeholder.com/300x300?text=No+Image
297,"Write Bros Ball Point Pens, Cap-Pen, Medium (1.0 mm), Black Ink","Quality write bros ball point pens, cap-pen, medium (1.0 mm), black ink - fresh grocery product",2.9,https://via.placeholder.com/300x300?text=No+Image
417,Classics Baby Binks Easter Chocolate Bunny,Quality classics baby binks easter chocolate bunny - fresh grocery product,5.81,https://via.placeholder.com/300x300?text=No+Image
437,Strawberry Cheesecake Nonfat Yogurt,Dannon light & fit greek nonfat yogurt strawberry cheesecake,1.02,https://images.openfoodfacts.org/images/products/003/663/203/7534/front_en.13.400.jpg
440,Crossovers Olive Thyme Almond,Quality crossovers olive thyme almond - fresh grocery product,6.64,https://via.placeholder.com/300x300?text=No+Image
472,Fancy Diced Hot Chilies,Quality fancy diced hot chilies - fresh grocery product,8.54,https://via.placeholder.com/300x300?text=No+Image
491,Pompelmo Water,"San Pellegrino, Nestlé",9.2,https://images.openfoodfacts.org/images/products/800/227/060/6823/front_en.3.400.jpg
556,Bake & Break Cheese Garlic Loaf,Quality bake & break cheese garlic loaf - fresh grocery product,9.47,https://via.placeholder.com/300x300?text=No+Image
562,Traditional Tartar Sauce,"Resta style traditional tartar sauce, traditional",1.5,https://via.placeholder.com/300x300?text=No+Image
614,Plain Dairy-Free Probiotic Drinkable Cashewgurt,Quality plain dairy-free probiotic drinkable cashewgurt - fresh grocery product,8.13,https://via.placeholder.com/300x300?text=No+Image
624,Chub Chorizo,Hungry Planet Sausage™ Chorizo Ground Chub,4.29,https://via.placeholder.com/300x300?text=No+Image
690,Vegetable Hearty Garden Soup,"Chicken broth, tomato puree (water, tomato paste), carrots, celery, corn, green beans, peas, diced tomatoes (diced tomatoes in tomato juice), potatoes, enriched pasta (durum wheat flour, water, egg wh",1.8,https://via.placeholder.com/300x300?text=No+Image
768,Nacho Grain-Free Tortilla Chips,Quality nacho grain-free tortilla chips - fresh grocery product,4.57,https://via.placeholder.com/300x300?text=No+Image
804,Ratatouille,"Ratatouille cuisinée à l'huile d'olive vierge extra 1,5%",10.84,https://images.openfoodfacts.org/images/products/308/368/109/5296/front_fr.100.400.jpg
891,Liquid Water Enhance Ice Van Java,Quality liquid water enhance ice van java - fresh grocery product,2.21,https://via.placeholder.com/300x300?text=No+Image
991,Red Sweet Mini Pepper,"Mini Paprika rot, kernlos",5.97,https://images.openfoodfacts.org/images/products/405/648/902/2923/front_hr.20.400.jpg
1019,Spicy Bbq Chicken Soup,Campbell's Chunky Spicy BBQ Seasoned Chicken with Beans,4.41,https://images.openfoodfacts.org/images/products/005/100/023/0898/front_en.4.400.jpg
1055,Naturals Grilled Chicken Nugget,Quality naturals grilled chicken nugget - fresh grocery product,14.84,https://via.placeholder.com/300x300?text=No+Image
1218,Buffalo Style Chicken Wrap,Buffalo Style Chicken Wrap,2.54,https://via.placeholder.com/300x300?text=No+Image
1283,Organic Edamame & Mung Bean Fettuccine,Organic Edamame & Mung Bean Fettuccine,2.14,https://images.openfoodfacts.org/images/products/085/418/300/6027/front_en.28.400.jpg
1302,Natural Orange Flavor Liquid Sublingual Melatonin,Quality natural orange flavor liquid sublingual melatonin - fresh grocery product,12.8,https://via.placeholder.com/300x300?text=No+Image
1387,White Apple Cauliflower & Leek Organic Baby Food,Quality white apple cauliflower & leek organic baby food - fresh grocery product,1.37,https://via.placeholder.com/300x300?text=No+Image
1548,Organic Vanilla Soy Milk,Latte soia vaniglia - Vemondo,2.26,https://images.openfoodfacts.org/images/products/405/648/969/5394/front_en.13.400.jpg
1562,Yellow Easter Basket Cakes,Quality yellow easter basket cakes - fresh grocery product,7.71,https://via.placeholder.com/300x300?text=No+Image
1715,Organic Honey Balsamic Dressing & Marinade,Quality organic honey balsamic dressing & marinade - fresh grocery product,6.5,https://via.placeholder.com/300x300?text=No+Image
1718,Broccoli Rabe Rapini Bag,Quality broccoli rabe rapini bag - fresh grocery product,8.75,https://via.placeholder.com/300x300?text=No+Image
1742,Onion Crispbread,Sweet Onion Crunchy Rye Breads 5 x (200g),9.02,https://images.openfoodfacts.org/images/products/505/097/450/3750/front_en.10.400.jpg
1798,Paso Robles Cabernet Sauvignon,Quality paso robles cabernet sauvignon - fresh grocery product,4.31,https://via.placeholder.com/300x300?text=No+Image
1859,Chocolate Covered Peanuts,Cacahuètes (23%) enrobées de chocolat au _lait_ (48%} et dragéifiées,11.48,https://images.openfoodfacts.org/images/products/500/015/949/2737/front_en.89.400.jpg
1961,Kombucha Beet,"Lenny Boy, Kombucha, Elite Beet",3.08,https://via.placeholder.com/300x300?text=No+Image
2032,Chocolate Fudge Brownie Slices Ice Cream,Barras de helado de chocolate con pudín de brownies de chocolate cubiertos con una capa de chocolate obscuro,14.12,https://images.openfoodfacts.org/images/products/007/684/065/7940/front_es.9.400.jpg
2082,Organic Valencia Orange,Valencia Orange 100% Orange Juice,2.12,https://images.openfoodfacts.org/images/products/506/021/897/0552/front_en.3.400.jpg
2134,Count Chocula Cereal,Chocolatey Cereal with Monster Marshmallows,4.89,https://images.openfoodfacts.org/images/products/006/563/345/1742/front_en.17.400.jpg
2162,Organic Wild Rumpus Avocado Babyfood,Quality organic wild rumpus avocado babyfood - fresh grocery product,9.63,https://via.placeholder.com/300x300?text=No+Image
2198,Cold Brew Baridi Black,Baridi black cold brew coffee,12.65,https://via.placeholder.com/300x300?text=No+Image
2265,Lime Grain-Free Tortilla Chips,Quality lime grain-free tortilla chips - fresh grocery product,8.97,https://via.placeholder.com/300x300?text=No+Image
