product_id,product_name,description,price,image_url
29,Fresh Cut Golden Sweet No Salt Added Whole Kernel Corn,Quality fresh cut golden sweet no salt added whole kernel corn - fresh grocery product,3.42,https://via.placeholder.com/300x300?text=No+Image
37,Noodle Soup Mix With Chicken Broth,Soup secrets soup mix with chicken broth extra noodle,10.7,https://images.openfoodfacts.org/images/products/004/100/000/3011/front_en.7.400.jpg
61,Ramen Noodles Soup Chicken Mushroom Flavor,Quality ramen noodles soup chicken mushroom flavor - fresh grocery product,5.75,https://via.placeholder.com/300x300?text=No+Image
79,Wild Albacore Tuna No Salt Added,Wild Albacore Tuna No Salt Added Canned,12.71,https://images.openfoodfacts.org/images/products/082/969/600/0541/front_en.28.400.jpg
104,High Fiber Tomato Basil Soup,Quality high fiber tomato basil soup - fresh grocery product,3.77,https://via.placeholder.com/300x300?text=No+Image
114,Light Savory Beef Barley Vegetable Soup,Progresso Light Savory Beef Barley Vegetable Soup,2.32,https://via.placeholder.com/300x300?text=No+Image
129,Traditional Chicken & Orzo with Lemon Soup,Progresso Traditional Chicken & Orzo with Lemon Soup,11.81,https://via.placeholder.com/300x300?text=No+Image
181,Country Style Baked Beans,Country Style Baked Beans,10.28,https://images.openfoodfacts.org/images/products/003/940/001/9749/front_en.12.400.jpg
187,Wild Sardines in Marinara Sauce,Wild Sardines In Marinara Sauce,10.66,https://via.placeholder.com/300x300?text=No+Image
190,Classic Culinary Low Sodium Vegetable Broth,Quality classic culinary low sodium vegetable broth - fresh grocery product,14.36,https://via.placeholder.com/300x300?text=No+Image
228,Organic Soups Lentil,Indian Lentil & Spinach Dhal,5.98,https://images.openfoodfacts.org/images/products/503/412/400/7626/front_en.5.400.jpg
259,Imported Italian Solid Light Tuna In Pure Olive Oil,Quality imported italian solid light tuna in pure olive oil - fresh grocery product,5.43,https://via.placeholder.com/300x300?text=No+Image
405,100% Organic Diced Tomatoes,100% organic italian diced plum tomatoes in heavy juice,11.82,https://via.placeholder.com/300x300?text=No+Image
429,Dark Red Kidney Beans,Dark Red Kidney Beans,6.59,https://images.openfoodfacts.org/images/products/003/940/001/7349/front_en.18.400.jpg
448,White Chicken Chili,Noodle Cup Chicken Taste White Black Pepper Chili,3.74,https://images.openfoodfacts.org/images/products/761/303/668/0028/front_de.64.400.jpg
466,Old Fashioned Vegetable Beef Soup,canned old-fashioned vegetable beef soup.,4.26,https://images.openfoodfacts.org/images/products/005/100/000/5496/front_en.9.400.jpg
467,"Soup, Lower Sodium, Organic, Split Pea",Organic split pea lower sodium soup,10.33,https://images.openfoodfacts.org/images/products/076/733/507/7908/front_en.6.400.jpg
476,Chub Mackerel,Premium select chub mackerel,1.82,https://via.placeholder.com/300x300?text=No+Image
534,"Tomato Paste with Basil, Oregano & Garlic Flavor","Quality tomato paste with basil, oregano & garlic flavor - fresh grocery product",12.61,https://via.placeholder.com/300x300?text=No+Image
570,White Chicken Chili with Beans Pouch,Quality white chicken chili with beans pouch - fresh grocery product,9.39,https://via.placeholder.com/300x300?text=No+Image
621,98% Fat Free Cream Of Chicken Soup,"98% fat free cream of chicken condensed soup, cream of chicken",2.28,https://via.placeholder.com/300x300?text=No+Image
626,Organic Hearty Garden Vegetable Soup,Quality organic hearty garden vegetable soup - fresh grocery product,9.72,https://via.placeholder.com/300x300?text=No+Image
644,Organic Southwestern Vegetable Soup,Southwestern Vegetable Soup,2.03,https://images.openfoodfacts.org/images/products/004/227/200/7301/front_en.3.400.jpg
664,Cream Style Corn,Canned Cream Corn Niblets,13.78,https://images.openfoodfacts.org/images/products/019/056/910/2601/front_en.36.400.jpg
673,Chicken Base,Tiras de pollo,14.23,https://images.openfoodfacts.org/images/products/848/000/056/6614/front_es.34.400.jpg
684,Organic Elmo Vegetable Soup,Quality organic elmo vegetable soup - fresh grocery product,1.6,https://via.placeholder.com/300x300?text=No+Image
703,Traditional No Fat Refried Beans,No fat traditional refried beans,5.86,https://images.openfoodfacts.org/images/products/004/430/010/6222/front_en.14.400.jpg
718,Traditional Chicken Tuscany Soup,Traditional Chicken Tuscany Soup,7.86,https://via.placeholder.com/300x300?text=No+Image
790,Garbanzo Beans,Organic Garbanzo Beans,14.78,https://images.openfoodfacts.org/images/products/000/000/050/2610/front_en.133.400.jpg
799,Fresh Cut Specialties Cut Golden Wax Beans,Quality fresh cut specialties cut golden wax beans - fresh grocery product,6.26,https://via.placeholder.com/300x300?text=No+Image
827,Albacore Chunk White Tuna in Water,Solid White Albacore Tuna in Water,7.75,https://images.openfoodfacts.org/images/products/000/000/099/2848/front_en.21.400.jpg
