product_id,product_name,description,price,image_url
58,Whole Wheat Tortillas,Old El Paso 8 Regular Whole Wheat Tortillas,10.15,https://images.openfoodfacts.org/images/products/841/007/647/2083/front_en.25.400.jpg
83,100% Whole Wheat Pita Bread,"Papa Pita, 100% Whole Wheat Greek Pita Flat Bread",1.44,https://via.placeholder.com/300x300?text=No+Image
101,"Bread, Healthy Whole Grain",Whole grains healthy multi-grain bread,12.44,https://images.openfoodfacts.org/images/products/007/313/000/3678/front_en.18.400.jpg
108,Organic Sprouted Barley Bread,Ezekiel 4:9 sprouted grain bread,14.6,https://images.openfoodfacts.org/images/products/007/347/200/1202/front_en.46.400.jpg
116,English Muffins,english muffins,14.24,https://images.openfoodfacts.org/images/products/004/812/110/2081/front_en.3.400.jpg
131,Brioche Bachelor Loaf,Quality brioche bachelor loaf - fresh grocery product,4.36,https://via.placeholder.com/300x300?text=No+Image
189,Healthfull Nuts & Seeds Bread,Quality healthfull nuts & seeds bread - fresh grocery product,2.22,https://via.placeholder.com/300x300?text=No+Image
218,"6\"" Organic Carrot Cake",Organix carrot cake oats bars,1.04,https://images.openfoodfacts.org/images/products/502/412/110/0499/front_en.3.400.jpg
245,Poppy Seed Bagels,Poppy Seed Bagels,4.61,https://images.openfoodfacts.org/images/products/509/907/700/1848/front_fr.4.400.jpg
317,Best Grains Honey & Crunch Oat Bread,Quality best grains honey & crunch oat bread - fresh grocery product,12.99,https://via.placeholder.com/300x300?text=No+Image
346,Sunflower Bread,"Thick sliced white bread with sesame seed, sunflower seed, brown linseed, millet seed and poppy seed (seed mix 12%)",11.89,https://images.openfoodfacts.org/images/products/501/004/400/2552/front_en.38.400.jpg
444,Special Recipe Italian Bread,Italian special recipe bread,6.16,https://via.placeholder.com/300x300?text=No+Image
517,French Rolls,Take & Bake French Dinner Rolls,10.64,https://via.placeholder.com/300x300?text=No+Image
566,Organic Thin Sliced 100% Whole Wheat Bread,100% Whole Wheat Thin Sliced Bread,9.69,https://images.openfoodfacts.org/images/products/001/111/004/2743/front_en.3.400.jpg
595,Injera Flat Bread,Quality injera flat bread - fresh grocery product,1.3,https://via.placeholder.com/300x300?text=No+Image
653,"Flax, Oat Bran & Whole Wheat Flour Tortillas","Quality flax, oat bran & whole wheat flour tortillas - fresh grocery product",11.32,https://via.placeholder.com/300x300?text=No+Image
660,Foldit Flatbreads Artisan Rosemary & Olive Oil,Foldit flatbreads artisan rosemary & olive oil,13.82,https://images.openfoodfacts.org/images/products/068/833/992/4350/front_en.5.400.jpg
666,Whole Wheat Loaves,Whole Wheat Pita,14.06,https://images.openfoodfacts.org/images/products/062/798/726/9963/front_fr.3.400.jpg
705,Fajita Flour Tortillas,"Flour fajita tortillas, flour",11.18,https://images.openfoodfacts.org/images/products/007/373/100/8300/front_en.6.400.jpg
728,"Wraps, Turmeric",7 Sprouted Whole Grains Garden Wraps Turmeric Sweet Potato,10.63,https://via.placeholder.com/300x300?text=No+Image
737,100% Whole Wheat Flour Burrito Tortillas,"100% whole wheat burrito flour tortillas, 100% whole wheat",14.5,https://via.placeholder.com/300x300?text=No+Image
750,Marble Cake Slice,Daily'n slice,12.23,https://images.openfoodfacts.org/images/products/619/147/720/0223/front_fr.9.400.jpg
780,Breadstick,Classic Torinesi Breadsticks,7.49,https://images.openfoodfacts.org/images/products/506/019/864/0261/front_en.22.400.jpg
824,Flourless Chocolate Truffle Cake,Flourless chocolate truffle,5.47,https://via.placeholder.com/300x300?text=No+Image
830,Skinny Wheat Buns,Quality skinny wheat buns - fresh grocery product,11.93,https://via.placeholder.com/300x300?text=No+Image
836,Sliced Onion Bagels,Sliced onion bagels,7.14,https://via.placeholder.com/300x300?text=No+Image
874,Cherry Pie,Bocconcini mozzarella & Sunblush cherry tomatoes,9.82,https://images.openfoodfacts.org/images/products/000/000/025/5752/front_en.22.400.jpg
889,Oatnut Bread,Whole grains oatnut bread,13.31,https://images.openfoodfacts.org/images/products/007/341/095/6052/front_en.15.400.jpg
934,Mini Pre-Sliced Blueberry Bagels,Quality mini pre-sliced blueberry bagels - fresh grocery product,7.36,https://via.placeholder.com/300x300?text=No+Image
967,Gluten Free Soft & Chewy Snicker Doodle Cookies,Quality gluten free soft & chewy snicker doodle cookies - fresh grocery product,9.73,https://via.placeholder.com/300x300?text=No+Image
