product_id,product_name,description,price,image_url
19,Gluten Free Quinoa Three Cheese & Mushroom Blend,Quality gluten free quinoa three cheese & mushroom blend - fresh grocery product,14.26,https://via.placeholder.com/300x300?text=No+Image
33,Organic Spaghetti Style Pasta,Organic Brown Rice Pasta Spaghetti Style,13.03,https://images.openfoodfacts.org/images/products/062/168/302/0156/front_en.3.400.jpg
60,Cheesy Creations Roasted Garlic Parmesan Sauce,Quality cheesy creations roasted garlic parmesan sauce - fresh grocery product,2.92,https://via.placeholder.com/300x300?text=No+Image
76,Spinach Basil Garlic Linguini,Spinach basil garlic linguini,8.61,https://via.placeholder.com/300x300?text=No+Image
126,Hot & Spicy Chicken Flavor Ramen Noodles,2× Spicy Hot Chicken Flavor Ramen,8.44,https://images.openfoodfacts.org/images/products/880/107/314/1896/front_en.18.400.jpg
139,"Zita Cut, No. 118","Quality zita cut, no. 118 - fresh grocery product",3.23,https://via.placeholder.com/300x300?text=No+Image
165,Wild Chanterelle Mushroom Ravioli,Quality wild chanterelle mushroom ravioli - fresh grocery product,6.64,https://via.placeholder.com/300x300?text=No+Image
173,Habanero Lime Shrimp Flavor Ramen Noodle Soup,Quality habanero lime shrimp flavor ramen noodle soup - fresh grocery product,12.42,https://via.placeholder.com/300x300?text=No+Image
179,Penne Rigate With Spinach,Quality penne rigate with spinach - fresh grocery product,7.09,https://via.placeholder.com/300x300?text=No+Image
191,Medium Spicy Butter Chicken Simmer Sauce,Quality medium spicy butter chicken simmer sauce - fresh grocery product,14.67,https://via.placeholder.com/300x300?text=No+Image
210,Homemade Hot Arrabbiata Fra Diavolo Sauce,Quality homemade hot arrabbiata fra diavolo sauce - fresh grocery product,5.8,https://via.placeholder.com/300x300?text=No+Image
244,Organic Roasted Garlic Pasta Sauce,Authentic Italian Roasted Garlic Pasta Sauce,1.8,https://images.openfoodfacts.org/images/products/506/017/807/3713/front_en.5.400.jpg
278,Instant Mashed Potatoes,Mousline Nature,3.48,https://images.openfoodfacts.org/images/products/376/038/126/0819/front_fr.3.400.jpg
283,Organic Whole Wheat Elbows,Whole Wheat Elbows Pasta,1.69,https://via.placeholder.com/300x300?text=No+Image
284,Organic Spicy Heirloom Marinara Sauce,Organic Spicy Heirloom Marinara Pasta Sauce,12.13,https://via.placeholder.com/300x300?text=No+Image
326,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,Quality deluxe sauce made with 2% milk cheese macaroni & cheese dinner - fresh grocery product,9.6,https://via.placeholder.com/300x300?text=No+Image
341,Cheese Creations Four Cheese Cheese Sauce,Cheesy creations sauce four cheese,10.34,https://images.openfoodfacts.org/images/products/003/620/034/4309/front_en.5.400.jpg
375,Multigrain Spaghetti Style Pasta,Quality multigrain spaghetti style pasta - fresh grocery product,10.64,https://via.placeholder.com/300x300?text=No+Image
388,Stove Top Stuffing Mix for Turkey,Stove Top Everyday Stuffing Mix For Turkey,5.91,https://via.placeholder.com/300x300?text=No+Image
418,Whole Grain Linguine Pasta,whole wheat pasta.,9.89,https://images.openfoodfacts.org/images/products/007/680/800/6506/front_en.8.400.jpg
424,Linguine Pasta,durum wheat semolina pasta.,14.6,https://images.openfoodfacts.org/images/products/800/125/012/0076/front_it.133.400.jpg
450,Chow Mein Thin Noodles,Thin Chow Mein Noodles,4.53,https://via.placeholder.com/300x300?text=No+Image
492,"Couscous, Israeli, Garlic Jalapeno","Roland, israeli couscous, garlic jalapeno",5.74,https://via.placeholder.com/300x300?text=No+Image
504,Velveeta Shells & Cheese Bold Jalapeno,Quality velveeta shells & cheese bold jalapeno - fresh grocery product,6.22,https://via.placeholder.com/300x300?text=No+Image
592,SpongeBob Shapes Macaroni & Cheese Dinner,Quality spongebob shapes macaroni & cheese dinner - fresh grocery product,3.02,https://via.placeholder.com/300x300?text=No+Image
593,"Linguine, No. 6","Merlu blanc compotée à la provençale, linguine au safran",11.73,https://images.openfoodfacts.org/images/products/324/883/086/2987/front_fr.18.400.jpg
612,"Rice, Extra Long Grain, Enriched",Extra long grain enriched rice,7.44,https://images.openfoodfacts.org/images/products/001/740/010/6751/front_en.10.400.jpg
640,Spicy Tomato & Basil Pasta Sauce,"Spicy tomato & basil pasta sauce, spicy tomato & basil",13.03,https://via.placeholder.com/300x300?text=No+Image
642,Three Cheese Ravioli,Victorian three cheese ravioli,5.25,https://images.openfoodfacts.org/images/products/931/235/300/7539/front_en.3.400.jpg
648,Elbow Macaroni,"Enriched macaroni product, elbows, spaghetti, penne",12.16,https://images.openfoodfacts.org/images/products/007/680/800/6889/front_en.9.400.jpg
