product_id,product_name,description,price,image_url
3,Robust Golden Unsweetened Oolong Tea,Quality robust golden unsweetened oolong tea - fresh grocery product,11.82,https://via.placeholder.com/300x300?text=No+Image
7,Pure Coconut Water With Orange,Quality pure coconut water with orange - fresh grocery product,10.53,https://via.placeholder.com/300x300?text=No+Image
10,Sparkling Orange Juice & Prickly Pear Beverage,"Sparkling prickly pear & orange beverage with 10% orange juice and 6% prickly pear juice from concentrate, prickly pear & orange",10.89,https://via.placeholder.com/300x300?text=No+Image
11,Peach Mango Juice,"Apple, Peach, Mango & Passion Fruit Juice",9.24,https://images.openfoodfacts.org/images/products/505/162/262/9198/front_fr.20.400.jpg
20,Pomegranate Cranberry & Aloe Vera Enrich Drink,Quality pomegranate cranberry & aloe vera enrich drink - fresh grocery product,13.05,https://via.placeholder.com/300x300?text=No+Image
39,Daily Tangerine Citrus Flavored Beverage,Quality daily tangerine citrus flavored beverage - fresh grocery product,1.33,https://via.placeholder.com/300x300?text=No+Image
44,Sparkling Raspberry Seltzer,"Giant eagle, sparkling seltzer water, raspberry",9.58,https://via.placeholder.com/300x300?text=No+Image
53,Whole Leaf Pure Aloe With Lemon Juice,Quality whole leaf pure aloe with lemon juice - fresh grocery product,10.74,https://via.placeholder.com/300x300?text=No+Image
69,Vanilla with Almond Milk Iced Coffee,"Premium Iced Coffee Drink With Almond Milk, Vanilla",5.42,https://via.placeholder.com/300x300?text=No+Image
73,Jasmine Tea Unfiltered Ginger Ale,Quality jasmine tea unfiltered ginger ale - fresh grocery product,12.69,https://via.placeholder.com/300x300?text=No+Image
82,All Natural 100% Apple Juice,Fresh Pressed 100% All Natural Apple Juice,4.46,https://images.openfoodfacts.org/images/products/004/360/000/4153/front_en.6.400.jpg
87,Classics Earl Grey Tea,Thé Earl Grey Classic,3.86,https://images.openfoodfacts.org/images/products/505/382/600/0162/front_fr.4.400.jpg
97,Organic Chamomile Lemon Tea,Chamomile With Lemon Herbal Tea,13.43,https://via.placeholder.com/300x300?text=No+Image
167,Sparkling Blush Grape Juice,Quality sparkling blush grape juice - fresh grocery product,12.76,https://via.placeholder.com/300x300?text=No+Image
177,Citrus Terere Yerba Mate,"Guayaki, Yerba Mate Citrus Terere, Dietary Supplement",12.53,https://via.placeholder.com/300x300?text=No+Image
193,fruitwater® Strawberry Kiwi Sparkling Water,Quality fruitwater® strawberry kiwi sparkling water - fresh grocery product,3.0,https://via.placeholder.com/300x300?text=No+Image
196,Soda,coca cola 500ml,13.62,https://images.openfoodfacts.org/images/products/000/005/449/1472/front_en.551.400.jpg
197,Cold Brew Coffee Tahitian Vanilla,Quality cold brew coffee tahitian vanilla - fresh grocery product,3.84,https://via.placeholder.com/300x300?text=No+Image
221,Cayenne Lemonade Made With Raw Tristate Honey,Quality cayenne lemonade made with raw tristate honey - fresh grocery product,14.51,https://via.placeholder.com/300x300?text=No+Image
223,Kiwi Strawberry Sparkling Water,Kiwi strawberry flavored sparkling water,10.31,https://images.openfoodfacts.org/images/products/001/657/191/0327/front_en.13.400.jpg
230,Vanilla Cream Soda,No added sugar carbonated vanilla flavour soft drink with sweeteners,4.96,https://images.openfoodfacts.org/images/products/505/969/775/9444/front_en.19.400.jpg
233,Chinese Breakfast Black Tea,Quality chinese breakfast black tea - fresh grocery product,7.68,https://via.placeholder.com/300x300?text=No+Image
237,Brambleberry Herbal Tea,Brambleberry Tea 13.8 Fluid Ounce Glass Bottle,8.25,https://images.openfoodfacts.org/images/products/079/452/290/4006/front_en.6.400.jpg
253,Organic Vegetable Greens & Greens Juice Blend,Certified organic,4.54,https://via.placeholder.com/300x300?text=No+Image
257,Key Lime Soda,Key lime soda,10.85,https://images.openfoodfacts.org/images/products/009/879/400/0528/front_fr.8.400.jpg
266,Rio Berry,Quality rio berry - fresh grocery product,2.98,https://via.placeholder.com/300x300?text=No+Image
277,Diet Root Beer,Diet root beer soda,8.25,https://images.openfoodfacts.org/images/products/007/800/005/3425/front_en.14.400.jpg
279,Everyday Detox Dandelion Tea,Organic EveryDay Detox Dandelion Tea,11.8,https://via.placeholder.com/300x300?text=No+Image
281,Chai Tea Bags,Nasals Chai deliciously authentic spiced tea,1.88,https://images.openfoodfacts.org/images/products/501/668/600/3612/front_en.4.400.jpg
289,100% Juice No Sugar Added Fruit Punch,100% Fruit Punch Juice,13.95,https://images.openfoodfacts.org/images/products/088/949/796/3476/front_en.13.400.jpg
290,Organic Peppermint Lemonade,"Organic mint lemonade spearmint, peppermint, lemons + green tea, mint lemonade",3.91,https://via.placeholder.com/300x300?text=No+Image
298,Brisk With Lemon Iced Tea,"Diet brisk, iced tea lemon flavor with other natural flavor, lemon flavor with other natural flavor, lemon flavor with other natural flavor",8.53,https://via.placeholder.com/300x300?text=No+Image
299,Organic Apple Spinach Kale Coconut Water Superjuice,Quality organic apple spinach kale coconut water superjuice - fresh grocery product,5.36,https://via.placeholder.com/300x300?text=No+Image
334,Sparkling Raspberry Lemonade Water Beverage,Blue raspberry lemonade sparkling chill,4.96,https://via.placeholder.com/300x300?text=No+Image
335,Blueberry Kombucha,Blueberry lemonade kombucha,6.8,https://images.openfoodfacts.org/images/products/506/059/339/1126/front_en.4.400.jpg
336,Black Currant Kombucha,"Clearly kombucha, kombucha, black currant",6.07,https://via.placeholder.com/300x300?text=No+Image
345,Extra Strength Berry,Energy Shot,9.56,https://images.openfoodfacts.org/images/products/071/941/070/0010/front_en.28.400.jpg
348,Super Slimming Herbal Tea,Super slimming herbal tea,8.27,https://images.openfoodfacts.org/images/products/002/399/125/1022/front_en.3.400.jpg
371,Juniper Berry Soda,"Organic Italian Soda, Pineapple, Juniper, Berry",11.11,https://via.placeholder.com/300x300?text=No+Image
385,Liquid Drink Mix Blackberry Lemonade,Liquid blackberry lemonade drink mix,9.62,https://images.openfoodfacts.org/images/products/004/300/000/6191/front_en.3.400.jpg
399,Organic Strawberry Lemon-ade,Quality organic strawberry lemon-ade - fresh grocery product,6.76,https://via.placeholder.com/300x300?text=No+Image
410,Holiday Sugar Plum Spice Herbal Tea,Quality holiday sugar plum spice herbal tea - fresh grocery product,5.24,https://via.placeholder.com/300x300?text=No+Image
420,International Cafe French Vanilla Mix,Quality international cafe french vanilla mix - fresh grocery product,6.37,https://via.placeholder.com/300x300?text=No+Image
