product_id,product_name,description,price,image_url
21,Small & Medium Dental Dog Treats,Quality small & medium dental dog treats - fresh grocery product,7.35,https://via.placeholder.com/300x300?text=No+Image
26,Fancy Feast Trout Feast Flaked Wet Cat Food,Quality fancy feast trout feast flaked wet cat food - fresh grocery product,6.53,https://via.placeholder.com/300x300?text=No+Image
54,24/7 Performance Cat Litter,Quality 24/7 performance cat litter - fresh grocery product,7.66,https://via.placeholder.com/300x300?text=No+Image
92,Meat In The Middle Large Rawhide Chews,Quality meat in the middle large rawhide chews - fresh grocery product,7.09,https://via.placeholder.com/300x300?text=No+Image
236,Chicken Meatballs Dog Treats,Quality chicken meatballs dog treats - fresh grocery product,2.29,https://via.placeholder.com/300x300?text=No+Image
282,Oh My Cod! Cod Pate and Vegetables Cat Food,Quality oh my cod! cod pate and vegetables cat food - fresh grocery product,4.75,https://via.placeholder.com/300x300?text=No+Image
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,Quality prime filets chicken & tuna dinner in gravy cat food - fresh grocery product,6.42,https://via.placeholder.com/300x300?text=No+Image
302,Gourmet Dog Treats Bone,Quality gourmet dog treats bone - fresh grocery product,2.39,https://via.placeholder.com/300x300?text=No+Image
342,"Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food","Quality complete health deboned chicken, chicken meal and rice cat food - fresh grocery product",3.48,https://via.placeholder.com/300x300?text=No+Image
377,Chunky Beef with Vegetables & Brown Rice Dog Food,Quality chunky beef with vegetables & brown rice dog food - fresh grocery product,4.84,https://via.placeholder.com/300x300?text=No+Image
386,Real Chicken & Veggies Recipe Dog Food,Quality real chicken & veggies recipe dog food - fresh grocery product,10.76,https://via.placeholder.com/300x300?text=No+Image
442,Sliced Chicken Entree Cat Food,Quality sliced chicken entree cat food - fresh grocery product,10.78,https://via.placeholder.com/300x300?text=No+Image
485,Country Stew Choice Cuts In Gravy Dog Food,Quality country stew choice cuts in gravy dog food - fresh grocery product,2.69,https://via.placeholder.com/300x300?text=No+Image
501,Proactive Health Mature Adult Hairball Care Cat Food,Quality proactive health mature adult hairball care cat food - fresh grocery product,11.35,https://via.placeholder.com/300x300?text=No+Image
528,Tasty Treasures Cat Food Variety Pack,Quality tasty treasures cat food variety pack - fresh grocery product,5.19,https://via.placeholder.com/300x300?text=No+Image
531,Adult Dog Formula Dog Food,Quality adult dog formula dog food - fresh grocery product,3.92,https://via.placeholder.com/300x300?text=No+Image
597,Chicken & Brown Rice Formula Cat Food,Quality chicken & brown rice formula cat food - fresh grocery product,13.17,https://via.placeholder.com/300x300?text=No+Image
668,Chicken Liver Paté Canned Cat Food,Quality chicken liver paté canned cat food - fresh grocery product,6.23,https://via.placeholder.com/300x300?text=No+Image
722,Snack Sticks Chicken & Rice Recipe Dog Treats,Quality snack sticks chicken & rice recipe dog treats - fresh grocery product,6.6,https://via.placeholder.com/300x300?text=No+Image
761,Tidy Cats 4-in-1 Strength Cat Litter,Quality tidy cats 4-in-1 strength cat litter - fresh grocery product,5.02,https://via.placeholder.com/300x300?text=No+Image
779,Cat Treats Hair Ball Control Chicken,Quality cat treats hair ball control chicken - fresh grocery product,7.13,https://via.placeholder.com/300x300?text=No+Image
848,"Cat Food, Premium, Adult Cat Formula","Quality cat food, premium, adult cat formula - fresh grocery product",6.35,https://via.placeholder.com/300x300?text=No+Image
970,Salmon and Tuna Formula Dry Cat Food,Quality salmon and tuna formula dry cat food - fresh grocery product,14.4,https://via.placeholder.com/300x300?text=No+Image
1044,Delights Classic Chicken And Cheddar Cheese Feast,Quality delights classic chicken and cheddar cheese feast - fresh grocery product,10.85,https://via.placeholder.com/300x300?text=No+Image
1081,Complete Puppy Food,Puppy Complete Dry Food,14.77,https://via.placeholder.com/300x300?text=No+Image
1144,Chicken & Brown Rice Premium Dog Food,Quality chicken & brown rice premium dog food - fresh grocery product,11.24,https://via.placeholder.com/300x300?text=No+Image
1276,Puppy® Complete Nutrition Dry Food for Puppies,Quality puppy® complete nutrition dry food for puppies - fresh grocery product,6.96,https://via.placeholder.com/300x300?text=No+Image
1288,Happy Hips Chicken & Oats Recipe Dog Food,Quality happy hips chicken & oats recipe dog food - fresh grocery product,11.89,https://via.placeholder.com/300x300?text=No+Image
1372,Organic Beef & Liver Premium Cat Food,Quality organic beef & liver premium cat food - fresh grocery product,2.13,https://via.placeholder.com/300x300?text=No+Image
1472,Creamy with Wild Salmon & Whitefish Cat Food,Quality creamy with wild salmon & whitefish cat food - fresh grocery product,14.66,https://via.placeholder.com/300x300?text=No+Image
1517,IncrediBites for Small Dogs With Real Beef Dog Food,Quality incredibites for small dogs with real beef dog food - fresh grocery product,3.24,https://via.placeholder.com/300x300?text=No+Image
1536,Flaked Tuna Feast Cat Food,Quality flaked tuna feast cat food - fresh grocery product,13.39,https://via.placeholder.com/300x300?text=No+Image
1670,"Dog Food, Adult, Lamb & Rice","Quality dog food, adult, lamb & rice - fresh grocery product",14.6,https://via.placeholder.com/300x300?text=No+Image
1691,Choice Cuts In Gravy W/Beef Wet Dog Food,Quality choice cuts in gravy w/beef wet dog food - fresh grocery product,12.51,https://via.placeholder.com/300x300?text=No+Image
1727,Poultry Variety Pack Cat Food,Quality poultry variety pack cat food - fresh grocery product,5.75,https://via.placeholder.com/300x300?text=No+Image
1743,Super Scoop Clumping Fragrance Free Cat Litter,Quality super scoop clumping fragrance free cat litter - fresh grocery product,7.0,https://via.placeholder.com/300x300?text=No+Image
1959,Original Biscuits for Large sized Dogs,Quality original biscuits for large sized dogs - fresh grocery product,10.36,https://via.placeholder.com/300x300?text=No+Image
1978,Tender Favorites Tuna & Whole Shrimp Cat Food,Quality tender favorites tuna & whole shrimp cat food - fresh grocery product,11.57,https://via.placeholder.com/300x300?text=No+Image
2035,"Miniature Dog Treats, Chicken Formula","Quality miniature dog treats, chicken formula - fresh grocery product",8.9,https://via.placeholder.com/300x300?text=No+Image
2104,Healthy Kitten Formula Dry Cat Food,Quality healthy kitten formula dry cat food - fresh grocery product,9.26,https://via.placeholder.com/300x300?text=No+Image
2109,Cat Litter Deodorizer with Activated Baking Soda,Quality cat litter deodorizer with activated baking soda - fresh grocery product,10.63,https://via.placeholder.com/300x300?text=No+Image
2133,Purina Beggin' Strips Dog Snacks Bacon Flavor,Quality purina beggin' strips dog snacks bacon flavor - fresh grocery product,2.56,https://via.placeholder.com/300x300?text=No+Image
2215,Hairball Control Dry Cat Food,Quality hairball control dry cat food - fresh grocery product,13.97,https://via.placeholder.com/300x300?text=No+Image
2277,Canine Cuisine Wet Dog Food Grilled Chicken Top Sirloin,Quality canine cuisine wet dog food grilled chicken top sirloin - fresh grocery product,10.53,https://via.placeholder.com/300x300?text=No+Image
2352,Canine Cuisine with Lamb in Meaty Juices,Quality canine cuisine with lamb in meaty juices - fresh grocery product,6.39,https://via.placeholder.com/300x300?text=No+Image
2364,Elegant Medleys Shredded Tuna Fare,Quality elegant medleys shredded tuna fare - fresh grocery product,2.68,https://via.placeholder.com/300x300?text=No+Image
2376,Flaked Fish & Shrimp Feast Cat Food,Quality flaked fish & shrimp feast cat food - fresh grocery product,5.32,https://via.placeholder.com/300x300?text=No+Image
2424,SmartBlend Classic Ground Turkey & Barley Entree Adult Dog Food,Quality smartblend classic ground turkey & barley entree adult dog food - fresh grocery product,6.5,https://via.placeholder.com/300x300?text=No+Image
2456,Clump & Seal Multi-Cat Cat Litter,Quality clump & seal multi-cat cat litter - fresh grocery product,9.66,https://via.placeholder.com/300x300?text=No+Image
2460,Dog Joy Turkey Bacon Treats,Quality dog joy turkey bacon treats - fresh grocery product,14.22,https://via.placeholder.com/300x300?text=No+Image
2465,Peanut Butter Formula Miniature Dog Treats,Quality peanut butter formula miniature dog treats - fresh grocery product,14.68,https://via.placeholder.com/300x300?text=No+Image
2474,Force Dehydrated Dry Dog Food,Quality force dehydrated dry dog food - fresh grocery product,6.5,https://via.placeholder.com/300x300?text=No+Image
2527,ProActive Health Adult Hairball Care Dry Cat Food,Quality proactive health adult hairball care dry cat food - fresh grocery product,9.05,https://via.placeholder.com/300x300?text=No+Image
2528,Cluckin' Good Stew,Quality cluckin' good stew - fresh grocery product,8.69,https://via.placeholder.com/300x300?text=No+Image
2574,Beef Stew Canned Dog Food,Quality beef stew canned dog food - fresh grocery product,1.56,https://via.placeholder.com/300x300?text=No+Image
2612,Dry Cat Food Chicken & Turkey,Quality dry cat food chicken & turkey - fresh grocery product,14.68,https://via.placeholder.com/300x300?text=No+Image
2641,Plus 3 In 1 With Baking Soda,Quality plus 3 in 1 with baking soda - fresh grocery product,10.2,https://via.placeholder.com/300x300?text=No+Image
2686,With Chicken & Beef in Meaty Juices Wet Dog Food,Quality with chicken & beef in meaty juices wet dog food - fresh grocery product,14.81,https://via.placeholder.com/300x300?text=No+Image
2702,Biscuits for Dogs less than 20 lbs,Quality biscuits for dogs less than 20 lbs - fresh grocery product,14.12,https://via.placeholder.com/300x300?text=No+Image
2705,Organic Cat Nip,Quality organic cat nip - fresh grocery product,12.73,https://via.placeholder.com/300x300?text=No+Image
2727,Poultry & Beef Feast Variety  Cat Food,Quality poultry & beef feast variety  cat food - fresh grocery product,14.76,https://via.placeholder.com/300x300?text=No+Image
2774,Choice Cuts In Gravy with Chicken & Rice Dog Food,Quality choice cuts in gravy with chicken & rice dog food - fresh grocery product,1.86,https://via.placeholder.com/300x300?text=No+Image
2946,LightWeight 4-in-1 Strength Cat Litter,Quality lightweight 4-in-1 strength cat litter - fresh grocery product,12.53,https://via.placeholder.com/300x300?text=No+Image
2976,High Protein Advanced Formula Cat Food,Quality high protein advanced formula cat food - fresh grocery product,2.37,https://via.placeholder.com/300x300?text=No+Image
2990,Turkey and Vegetable Formula Cat Food,Quality turkey and vegetable formula cat food - fresh grocery product,11.46,https://via.placeholder.com/300x300?text=No+Image
3034,Grilled Chicken & Beef Feast in Gravy Cat Food,Quality grilled chicken & beef feast in gravy cat food - fresh grocery product,8.61,https://via.placeholder.com/300x300?text=No+Image
3074,Seafood Sensations Dry Cat Food,Quality seafood sensations dry cat food - fresh grocery product,2.33,https://via.placeholder.com/300x300?text=No+Image
3157,Grilled Tender Beef & Liver Feast in Gravy Cat Food,Quality grilled tender beef & liver feast in gravy cat food - fresh grocery product,6.59,https://via.placeholder.com/300x300?text=No+Image
3158,Oinkies Pig Skin Twists,Quality oinkies pig skin twists - fresh grocery product,8.59,https://via.placeholder.com/300x300?text=No+Image
3176,5 Meaty Flavors Variety Dog Snacks,Quality 5 meaty flavors variety dog snacks - fresh grocery product,8.88,https://via.placeholder.com/300x300?text=No+Image
