product_id,product_name,description,price,image_url
31,White Pearl Onions,White Pearl Onions,6.93,https://via.placeholder.com/300x300?text=No+Image
43,Organic Clementines,"Jus de fruits orange, clémentine, raison blanc, flash pasteurisé réfrigéré, avec pulpe",7.67,https://images.openfoodfacts.org/images/products/325/622/017/2455/front_fr.71.400.jpg
45,European Cucumber,okurky 5-7 cm,1.05,https://images.openfoodfacts.org/images/products/859/513/973/9553/front_cs.24.400.jpg
66,European Style Spring Mix,Quality european style spring mix - fresh grocery product,2.15,https://via.placeholder.com/300x300?text=No+Image
89,Yogurt Fruit Dip Sliced Apples,Sliced Apples & Yogurt Fruit Dip,9.75,https://via.placeholder.com/300x300?text=No+Image
99,Local Living Butter Lettuce,Quality local living butter lettuce - fresh grocery product,13.76,https://via.placeholder.com/300x300?text=No+Image
120,Cauliflower Florettes,Quality cauliflower florettes - fresh grocery product,9.8,https://via.placeholder.com/300x300?text=No+Image
142,Arugula Salad,Lemon Chicken & Arugula Salad,11.51,https://images.openfoodfacts.org/images/products/000/000/097/4363/front_en.56.400.jpg
143,Organic Lemons,Lemon Curd yoghourt,14.94,https://images.openfoodfacts.org/images/products/503/658/920/4121/front_en.23.400.jpg
148,Nectarines,Panier de Yoplait Abricot Nectarine,6.27,https://images.openfoodfacts.org/images/products/332/977/008/6104/front_fr.9.400.jpg
157,Living Organic Cilantro,Quality living organic cilantro - fresh grocery product,10.7,https://via.placeholder.com/300x300?text=No+Image
199,Herb Thyme Clamshell,Quality herb thyme clamshell - fresh grocery product,11.82,https://via.placeholder.com/300x300?text=No+Image
260,Cantaloupe,Melon cantaloup,8.69,https://images.openfoodfacts.org/images/products/000/002/095/0705/front_en.3.400.jpg
306,Gold Potatoes,Haferflocken Extra zart,13.41,https://images.openfoodfacts.org/images/products/000/002/000/3166/front_en.457.400.jpg
312,Juicing Carrots,Juicing Carrots,12.22,https://via.placeholder.com/300x300?text=No+Image
343,Organic Whole Peeled Baby Carrots,Quality organic whole peeled baby carrots - fresh grocery product,5.05,https://via.placeholder.com/300x300?text=No+Image
347,"Vegetable Salad Kit, Sweet Kale",Sweet kale chopped salad kit,1.9,https://images.openfoodfacts.org/images/products/007/789/055/9116/front_en.3.400.jpg
364,Greener Selection Salad,Greener selection,9.14,https://via.placeholder.com/300x300?text=No+Image
380,Clementine Bag,Quality clementine bag - fresh grocery product,10.25,https://via.placeholder.com/300x300?text=No+Image
389,Mache Blend,Quality mache blend - fresh grocery product,3.58,https://via.placeholder.com/300x300?text=No+Image
391,Organic Yukon Gold Potato Bag,Quality organic yukon gold potato bag - fresh grocery product,9.45,https://via.placeholder.com/300x300?text=No+Image
468,Kabocha Squash,Bison with kabocha squash & spinach,8.86,https://images.openfoodfacts.org/images/products/086/876/700/0394/front_en.9.400.jpg
494,Yellow Cherry Tomato,Italian cherry tomato passata,14.73,https://images.openfoodfacts.org/images/products/803/281/724/7042/front_en.8.400.jpg
557,Red Seedless Grapes Imported,Quality red seedless grapes imported - fresh grocery product,7.48,https://via.placeholder.com/300x300?text=No+Image
581,Garnet Sweet Potato (Yam),Quality garnet sweet potato (yam) - fresh grocery product,12.52,https://via.placeholder.com/300x300?text=No+Image
601,Organic Crunchy Slaw Americana Salad,Quality organic crunchy slaw americana salad - fresh grocery product,12.89,https://via.placeholder.com/300x300?text=No+Image
740,Celery Heart,Organic Celery Hearts,10.11,https://images.openfoodfacts.org/images/products/000/000/064/0275/front_en.3.400.jpg
748,Romaine,Calamars à la Romaine,1.36,https://images.openfoodfacts.org/images/products/000/002/000/1872/front_fr.25.400.jpg
784,Organic Vegetable Tray,Premium Veggie Tray With Organic Ranch Dip,12.12,https://via.placeholder.com/300x300?text=No+Image
793,Organic Spinach Quinoa Powermeal Bowl,"Earthbound farm organic, powermeal, spinach quinoa bowl",1.57,https://via.placeholder.com/300x300?text=No+Image
857,Grilled Asparagus,Grilled Asparagus Ravioli,4.09,https://via.placeholder.com/300x300?text=No+Image
863,ArtiHearts Fresh Grilled Artichokes,ArtiHearts Fresh Grilled Artichokes,6.42,https://via.placeholder.com/300x300?text=No+Image
882,Fingerling Potato,Little Fingerlings,12.07,https://images.openfoodfacts.org/images/products/062/930/712/2811/front_en.7.400.jpg
1025,Organic Fresh Basil,Italian sun ripened tomato & fresh basil pasta sauce,2.94,https://images.openfoodfacts.org/images/products/506/017/807/0286/front_fr.4.400.jpg
1043,Organic Broccolini,Quality organic broccolini - fresh grocery product,2.85,https://via.placeholder.com/300x300?text=No+Image
1080,"Salad, Cobb",Trader Joe's,6.31,https://images.openfoodfacts.org/images/products/000/000/071/7335/front_en.3.400.jpg
1181,Mini Watermelon,"Charms, blow pop, pop minis, watermelon, blue razz, cherry, sour apple",12.2,https://via.placeholder.com/300x300?text=No+Image
1183,Organic Black Seedless Grapes,Organic Black Grapes Seedless,14.97,https://images.openfoodfacts.org/images/products/001/111/061/3509/front_en.3.400.jpg
1219,Grapes,Red seedless grapes,8.34,https://images.openfoodfacts.org/images/products/000/001/006/6140/front_en.28.400.jpg
1244,Organic Orange Bell Pepper,Orange Bell Pepper Organic,6.36,https://via.placeholder.com/300x300?text=No+Image
1282,Green Onion,Sour cream and onion,10.07,https://images.openfoodfacts.org/images/products/541/004/147/2509/front_nb.93.400.jpg
1358,Phillips Gourmet Portabella Mushroom,Portabella Mushroom Caps,5.21,https://via.placeholder.com/300x300?text=No+Image
1365,Mixed Bell Peppers,"Lanières de poivrons rouges, verts et jaunes",7.14,https://images.openfoodfacts.org/images/products/327/016/059/9523/front_fr.44.400.jpg
1368,Pink Lady Apple,Perly façon tarte aux fraises,2.63,https://images.openfoodfacts.org/images/products/611/124/210/3443/front_ar.16.400.jpg
1374,Organic Hass Avocado Bag,Quality organic hass avocado bag - fresh grocery product,1.23,https://via.placeholder.com/300x300?text=No+Image
1396,Sweet Potato (Yam),มันเทศสีม่วงแผ่นทอดกรอบ,5.95,https://images.openfoodfacts.org/images/products/955/706/236/1279/front_th.18.400.jpg
1408,Mini Cucumbers,Cornichons pasteurisés au vinaigre.,10.7,https://images.openfoodfacts.org/images/products/872/270/043/0889/front_fr.79.400.jpg
1440,Baby Dill,Kosher Baby Dill Pickles,1.11,https://images.openfoodfacts.org/images/products/000/930/000/1762/front_en.3.400.jpg
1447,Organic Baby Lettuces,Organic Baby Lettuces Spring Mix,5.14,https://images.openfoodfacts.org/images/products/001/111/091/1315/front_en.18.400.jpg
1468,Organic Peeled & Cooked Beets,Quality organic peeled & cooked beets - fresh grocery product,10.44,https://via.placeholder.com/300x300?text=No+Image
1481,Santa Fe Style Salad Cafe Bowl,"Santa fe style salad with chicken cafe bowl, santa fe style",10.64,https://via.placeholder.com/300x300?text=No+Image
1506,Sliced Baby Bellas Mushrooms,Baby Bella Sliced Mushrooms,8.26,https://images.openfoodfacts.org/images/products/068/113/135/4684/front_en.3.400.jpg
1529,"Parsley, Italian (Flat), New England Grown","Quality parsley, italian (flat), new england grown - fresh grocery product",6.52,https://via.placeholder.com/300x300?text=No+Image
1539,Cauliflower head,Quality cauliflower head - fresh grocery product,11.29,https://via.placeholder.com/300x300?text=No+Image
1565,Klondike Petite Potatoes,Quality klondike petite potatoes - fresh grocery product,3.5,https://via.placeholder.com/300x300?text=No+Image
1607,English Peas Pack,Quality english peas pack - fresh grocery product,14.02,https://via.placeholder.com/300x300?text=No+Image
1672,English Cucumbers,Long English cucumbers,10.38,https://images.openfoodfacts.org/images/products/075/166/615/1550/front_en.3.400.jpg
1739,Anaheim Peppers,Anaheim Peppers,6.09,https://images.openfoodfacts.org/images/products/000/000/004/6770/front_fr.4.400.jpg
1897,Yukon Gold Potatoes Bag,Quality yukon gold potatoes bag - fresh grocery product,1.97,https://via.placeholder.com/300x300?text=No+Image
1899,Mini Carrots Bunch,Quality mini carrots bunch - fresh grocery product,8.81,https://via.placeholder.com/300x300?text=No+Image
1929,"Zucchini Squash, Baby Courgette","Quality zucchini squash, baby courgette - fresh grocery product",14.55,https://via.placeholder.com/300x300?text=No+Image
1956,Scallions,Soy & Scallion Noodles,4.11,https://images.openfoodfacts.org/images/products/019/393/700/0295/front_en.32.400.jpg
2016,Minzano Tomato,Minzano Lot 241 Snack Tomato,6.85,https://via.placeholder.com/300x300?text=No+Image
2017,Organic Cherry Tomatoes On The Vine,Cherry on the vine tomatoes,5.98,https://images.openfoodfacts.org/images/products/000/000/044/9182/front_en.3.400.jpg
2055,Baby Cut Carrots Snack Size Bags,Quality baby cut carrots snack size bags - fresh grocery product,1.45,https://via.placeholder.com/300x300?text=No+Image
2058,4# Bag Navel Oranges,Bag of Navel Oranges,11.57,https://via.placeholder.com/300x300?text=No+Image
2062,Good Life Organic Cherry Tomatoes,Quality good life organic cherry tomatoes - fresh grocery product,9.91,https://via.placeholder.com/300x300?text=No+Image
2110,Green Bananas,Banana soya,6.85,https://images.openfoodfacts.org/images/products/541/118/812/1992/front_en.50.400.jpg
2135,5-Lettuce Mix,"Fresh express, 5-lettuce mix salad",6.16,https://via.placeholder.com/300x300?text=No+Image
2295,Yellow Bell Pepper,Poivron bicolore bio,6.61,https://images.openfoodfacts.org/images/products/356/470/711/8637/front_fr.21.400.jpg
